ax,ay,az,gx,gy,gz,label
21.0,-247.0,-56.0,56.0,-3.0,-28.0,1
22.0,-242.0,-58.0,57.0,-6.0,-28.0,1
21.0,-243.0,-59.0,57.0,-9.0,-26.0,1
21.0,-242.0,-56.0,57.0,-11.0,-29.0,1
16.0,-241.0,-56.0,54.0,-14.0,-30.0,1
18.0,-247.0,-57.0,53.0,-17.0,-30.0,1
21.0,-245.0,-56.0,50.0,-21.0,-31.0,1
19.0,-249.0,-54.0,47.0,-25.0,-31.0,1
20.0,-247.0,-54.0,47.0,-31.0,-32.0,1
23.0,-247.0,-56.0,46.0,-35.0,-34.0,1
22.0,-248.0,-55.0,46.0,-41.0,-35.0,1
25.0,-247.0,-55.0,47.0,-47.0,-37.0,1
20.0,-244.0,-55.0,47.0,-51.0,-37.0,1
21.0,-243.0,-55.0,50.0,-57.0,-38.0,1
19.0,-244.0,-57.0,52.0,-63.0,-40.0,1
21.0,-244.0,-53.0,53.0,-69.0,-40.0,1
23.0,-246.0,-58.0,52.0,-76.0,-41.0,1
22.0,-246.0,-59.0,52.0,-84.0,-41.0,1
23.0,-245.0,-55.0,49.0,-90.0,-41.0,1
21.0,-246.0,-58.0,48.0,-97.0,-40.0,1
21.0,-243.0,-56.0,49.0,-104.0,-42.0,1
21.0,-246.0,-58.0,49.0,-112.0,-41.0,1
20.0,-246.0,-57.0,49.0,-118.0,-37.0,1
20.0,-246.0,-55.0,48.0,-126.0,-36.0,1
21.0,-245.0,-56.0,48.0,-132.0,-35.0,1
18.0,-241.0,-56.0,46.0,-138.0,-32.0,1
17.0,-244.0,-55.0,46.0,-145.0,-30.0,1
18.0,-242.0,-57.0,44.0,-147.0,-29.0,1
19.0,-243.0,-59.0,42.0,-148.0,-29.0,1
21.0,-243.0,-59.0,41.0,-147.0,-31.0,1
19.0,-239.0,-57.0,41.0,-147.0,-30.0,1
22.0,-240.0,-58.0,40.0,-145.0,-31.0,1
24.0,-241.0,-60.0,38.0,-142.0,-30.0,1
22.0,-243.0,-58.0,33.0,-138.0,-32.0,1
24.0,-243.0,-61.0,30.0,-135.0,-32.0,1
25.0,-243.0,-57.0,30.0,-130.0,-33.0,1
29.0,-245.0,-56.0,30.0,-126.0,-32.0,1
29.0,-247.0,-60.0,33.0,-122.0,-32.0,1
26.0,-248.0,-56.0,36.0,-117.0,-30.0,1
27.0,-247.0,-58.0,44.0,-110.0,-32.0,1
27.0,-247.0,-63.0,46.0,-106.0,-32.0,1
26.0,-247.0,-59.0,47.0,-100.0,-30.0,1
29.0,-250.0,-59.0,53.0,-95.0,-32.0,1
28.0,-248.0,-58.0,59.0,-89.0,-32.0,1
27.0,-252.0,-61.0,64.0,-81.0,-31.0,1
24.0,-247.0,-59.0,69.0,-77.0,-33.0,1
29.0,-254.0,-45.0,76.0,-72.0,-32.0,1
21.0,-249.0,-58.0,83.0,-68.0,-31.0,1
24.0,-247.0,-58.0,88.0,-63.0,-30.0,1
24.0,-245.0,-58.0,94.0,-57.0,-31.0,1
22.0,-242.0,-55.0,99.0,-51.0,-27.0,1
23.0,-240.0,-56.0,107.0,-47.0,-25.0,1
24.0,-240.0,-54.0,112.0,-40.0,-24.0,1
22.0,-239.0,-59.0,113.0,-34.0,-22.0,1
26.0,-242.0,-55.0,114.0,-26.0,-22.0,1
24.0,-237.0,-56.0,114.0,-19.0,-21.0,1
26.0,-230.0,-56.0,115.0,-10.0,-21.0,1
26.0,-237.0,-57.0,116.0,-2.0,-18.0,1
