ax,ay,az,gx,gy,gz,label
18.0,-243.0,-57.0,71.0,13.0,-13.0,1
12.0,-243.0,-60.0,69.0,12.0,-13.0,1
15.0,-245.0,-57.0,69.0,10.0,-14.0,1
18.0,-246.0,-56.0,68.0,12.0,-12.0,1
15.0,-246.0,-60.0,66.0,12.0,-11.0,1
11.0,-243.0,-62.0,65.0,13.0,-10.0,1
15.0,-247.0,-58.0,65.0,12.0,-10.0,1
12.0,-243.0,-58.0,65.0,10.0,-10.0,1
12.0,-245.0,-60.0,65.0,8.0,-10.0,1
13.0,-245.0,-57.0,65.0,6.0,-10.0,1
12.0,-244.0,-55.0,64.0,6.0,-12.0,1
10.0,-247.0,-56.0,62.0,7.0,-14.0,1
13.0,-244.0,-59.0,59.0,9.0,-15.0,1
13.0,-247.0,-59.0,57.0,13.0,-14.0,1
13.0,-248.0,-57.0,53.0,18.0,-14.0,1
16.0,-246.0,-58.0,47.0,23.0,-13.0,1
11.0,-250.0,-58.0,44.0,28.0,-9.0,1
17.0,-252.0,-59.0,42.0,30.0,-4.0,1
15.0,-249.0,-57.0,41.0,30.0,0.0,1
20.0,-250.0,-60.0,44.0,31.0,2.0,1
18.0,-243.0,-63.0,46.0,35.0,4.0,1
19.0,-243.0,-61.0,49.0,38.0,3.0,1
19.0,-240.0,-62.0,48.0,42.0,2.0,1
18.0,-238.0,-59.0,44.0,42.0,-1.0,1
13.0,-239.0,-60.0,38.0,40.0,-4.0,1
12.0,-234.0,-58.0,32.0,35.0,-8.0,1
11.0,-237.0,-57.0,21.0,28.0,-10.0,1
9.0,-236.0,-61.0,13.0,21.0,-10.0,1
2.0,-234.0,-59.0,6.0,18.0,-12.0,1
3.0,-242.0,-59.0,1.0,17.0,-14.0,1
3.0,-246.0,-60.0,-3.0,21.0,-14.0,1
2.0,-245.0,-57.0,-5.0,27.0,-13.0,1
2.0,-248.0,-57.0,-8.0,29.0,-12.0,1
2.0,-250.0,-57.0,-9.0,30.0,-6.0,1
1.0,-249.0,-55.0,-10.0,28.0,-2.0,1
0.0,-254.0,-55.0,-10.0,23.0,6.0,1
2.0,-256.0,-61.0,-11.0,15.0,12.0,1
-2.0,-251.0,-58.0,-9.0,6.0,18.0,1
0.0,-255.0,-59.0,-4.0,-4.0,26.0,1
0.0,-249.0,-57.0,3.0,-18.0,31.0,1
-3.0,-252.0,-58.0,7.0,-30.0,34.0,1
-5.0,-252.0,-58.0,16.0,-44.0,37.0,1
-4.0,-248.0,-57.0,24.0,-54.0,40.0,1
-7.0,-249.0,-54.0,31.0,-61.0,38.0,1
-5.0,-248.0,-54.0,37.0,-67.0,36.0,1
-2.0,-249.0,-50.0,42.0,-74.0,32.0,1
-12.0,-248.0,-54.0,49.0,-80.0,28.0,1
-12.0,-249.0,-49.0,57.0,-87.0,23.0,1
-15.0,-243.0,-46.0,66.0,-91.0,19.0,1
-13.0,-244.0,-44.0,79.0,-95.0,14.0,1
-11.0,-246.0,-43.0,94.0,-95.0,7.0,1
-10.0,-245.0,-42.0,111.0,-90.0,-1.0,1
-8.0,-245.0,-40.0,127.0,-80.0,-10.0,1
-5.0,-244.0,-39.0,142.0,-67.0,-18.0,1
-4.0,-247.0,-31.0,153.0,-52.0,-27.0,1
1.0,-245.0,-34.0,159.0,-28.0,-39.0,1
2.0,-243.0,-36.0,160.0,-2.0,-51.0,1
2.0,-244.0,-35.0,159.0,25.0,-63.0,1
5.0,-244.0,-31.0,156.0,52.0,-75.0,1
6.0,-242.0,-34.0,151.0,77.0,-88.0,1
5.0,-243.0,-33.0,144.0,101.0,-100.0,1
5.0,-244.0,-34.0,135.0,120.0,-111.0,1
3.0,-246.0,-33.0,120.0,132.0,-115.0,1
1.0,-244.0,-40.0,104.0,136.0,-118.0,1
0.0,-242.0,-43.0,83.0,133.0,-119.0,1
0.0,-242.0,-48.0,60.0,131.0,-118.0,1
2.0,-245.0,-50.0,39.0,129.0,-112.0,1
4.0,-246.0,-50.0,24.0,140.0,-110.0,1
10.0,-251.0,-55.0,16.0,159.0,-112.0,1
14.0,-249.0,-54.0,14.0,185.0,-118.0,1
17.0,-250.0,-57.0,22.0,211.0,-132.0,1
23.0,-248.0,-55.0,35.0,235.0,-150.0,1
24.0,-246.0,-53.0,54.0,250.0,-166.0,1
25.0,-241.0,-56.0,70.0,251.0,-181.0,1
24.0,-239.0,-56.0,81.0,242.0,-188.0,1
25.0,-241.0,-62.0,83.0,229.0,-186.0,1
24.0,-238.0,-64.0,77.0,224.0,-175.0,1
24.0,-238.0,-64.0,63.0,232.0,-159.0,1
28.0,-243.0,-70.0,50.0,256.0,-139.0,1
25.0,-243.0,-68.0,44.0,288.0,-118.0,1
27.0,-245.0,-67.0,43.0,320.0,-94.0,1
25.0,-241.0,-69.0,48.0,350.0,-72.0,1
22.0,-238.0,-65.0,59.0,379.0,-52.0,1
25.0,-237.0,-64.0,71.0,405.0,-34.0,1
31.0,-232.0,-64.0,84.0,433.0,-14.0,1
29.0,-228.0,-57.0,101.0,462.0,7.0,1
35.0,-224.0,-56.0,125.0,496.0,28.0,1
30.0,-217.0,-55.0,154.0,531.0,45.0,1
38.0,-216.0,-51.0,175.0,548.0,62.0,1
41.0,-211.0,-46.0,187.0,557.0,75.0,1
38.0,-211.0,-41.0,190.0,563.0,84.0,1
43.0,-215.0,-40.0,187.0,565.0,90.0,1
49.0,-224.0,-33.0,188.0,570.0,95.0,1
45.0,-232.0,-25.0,187.0,577.0,100.0,1
46.0,-243.0,-19.0,186.0,585.0,102.0,1
42.0,-253.0,-20.0,184.0,592.0,99.0,1
41.0,-266.0,-21.0,173.0,587.0,96.0,1
39.0,-272.0,-26.0,160.0,580.0,94.0,1
34.0,-275.0,-26.0,146.0,578.0,93.0,1
29.0,-279.0,-24.0,128.0,568.0,101.0,1
29.0,-283.0,-25.0,103.0,550.0,115.0,1
33.0,-284.0,-22.0,91.0,532.0,126.0,1
30.0,-284.0,-17.0,99.0,515.0,135.0,1
31.0,-285.0,-15.0,112.0,507.0,143.0,1
36.0,-280.0,-14.0,126.0,514.0,147.0,1
32.0,-274.0,-17.0,141.0,528.0,146.0,1
