ax,ay,az,gx,gy,gz,label
9.0,-243.0,34.0,33.0,80.0,-42.0,1
11.0,-244.0,32.0,27.0,82.0,-44.0,1
11.0,-244.0,27.0,24.0,85.0,-44.0,1
7.0,-242.0,27.0,21.0,86.0,-46.0,1
14.0,-245.0,34.0,18.0,86.0,-44.0,1
9.0,-230.0,32.0,14.0,87.0,-40.0,1
11.0,-241.0,31.0,12.0,89.0,-37.0,1
10.0,-243.0,29.0,11.0,90.0,-31.0,1
9.0,-240.0,27.0,14.0,88.0,-26.0,1
7.0,-240.0,29.0,15.0,83.0,-24.0,1
6.0,-238.0,30.0,14.0,76.0,-19.0,1
8.0,-239.0,32.0,8.0,72.0,-12.0,1
6.0,-236.0,30.0,1.0,68.0,-5.0,1
9.0,-238.0,27.0,-8.0,66.0,-1.0,1
8.0,-239.0,31.0,-17.0,69.0,2.0,1
11.0,-237.0,37.0,-22.0,73.0,4.0,1
6.0,-242.0,35.0,-27.0,77.0,7.0,1
11.0,-242.0,34.0,-30.0,82.0,5.0,1
10.0,-246.0,28.0,-27.0,85.0,4.0,1
10.0,-245.0,30.0,-23.0,90.0,2.0,1
13.0,-246.0,31.0,-20.0,93.0,-3.0,1
11.0,-247.0,30.0,-12.0,101.0,-7.0,1
13.0,-246.0,30.0,-7.0,108.0,-12.0,1
16.0,-246.0,27.0,-2.0,116.0,-16.0,1
15.0,-245.0,31.0,2.0,126.0,-19.0,1
11.0,-244.0,26.0,5.0,135.0,-22.0,1
16.0,-240.0,25.0,3.0,141.0,-24.0,1
14.0,-244.0,29.0,4.0,149.0,-27.0,1
15.0,-244.0,30.0,5.0,156.0,-27.0,1
15.0,-244.0,27.0,3.0,162.0,-29.0,1
10.0,-244.0,31.0,3.0,168.0,-32.0,1
15.0,-245.0,30.0,3.0,173.0,-35.0,1
12.0,-243.0,26.0,3.0,178.0,-37.0,1
8.0,-243.0,27.0,0.0,183.0,-40.0,1
7.0,-243.0,27.0,-5.0,187.0,-43.0,1
5.0,-243.0,28.0,-9.0,189.0,-45.0,1
7.0,-241.0,33.0,-12.0,191.0,-47.0,1
5.0,-238.0,37.0,-15.0,191.0,-48.0,1
-3.0,-242.0,30.0,-17.0,189.0,-49.0,1
3.0,-241.0,32.0,-16.0,185.0,-49.0,1
2.0,-242.0,32.0,-16.0,182.0,-50.0,1
4.0,-241.0,35.0,-14.0,176.0,-51.0,1
5.0,-239.0,34.0,-16.0,170.0,-53.0,1
3.0,-238.0,34.0,-20.0,164.0,-53.0,1
2.0,-235.0,33.0,-26.0,160.0,-52.0,1
5.0,-239.0,35.0,-31.0,154.0,-50.0,1
7.0,-240.0,31.0,-35.0,149.0,-49.0,1
9.0,-239.0,33.0,-41.0,144.0,-47.0,1
