ax,ay,az,gx,gy,gz,label
16.0,-244.0,-32.0,79.0,10.0,-11.0,1
18.0,-249.0,-34.0,80.0,9.0,-9.0,1
19.0,-249.0,-36.0,79.0,11.0,-9.0,1
18.0,-247.0,-33.0,80.0,11.0,-10.0,1
16.0,-244.0,-37.0,80.0,13.0,-11.0,1
17.0,-243.0,-33.0,80.0,13.0,-10.0,1
16.0,-247.0,-37.0,80.0,14.0,-11.0,1
16.0,-246.0,-34.0,80.0,14.0,-12.0,1
16.0,-245.0,-35.0,80.0,14.0,-11.0,1
18.0,-248.0,-34.0,79.0,13.0,-16.0,1
17.0,-246.0,-30.0,79.0,15.0,-14.0,1
15.0,-246.0,-33.0,80.0,15.0,-15.0,1
18.0,-246.0,-36.0,81.0,13.0,-15.0,1
16.0,-244.0,-29.0,83.0,14.0,-15.0,1
16.0,-246.0,-39.0,85.0,14.0,-14.0,1
16.0,-247.0,-34.0,87.0,14.0,-14.0,1
14.0,-246.0,-38.0,90.0,12.0,-13.0,1
17.0,-244.0,-35.0,91.0,12.0,-14.0,1
16.0,-245.0,-34.0,90.0,12.0,-11.0,1
15.0,-247.0,-32.0,92.0,13.0,-13.0,1
17.0,-247.0,-32.0,90.0,13.0,-13.0,1
17.0,-243.0,-36.0,88.0,11.0,-11.0,1
16.0,-248.0,-32.0,86.0,12.0,-10.0,1
15.0,-246.0,-33.0,85.0,13.0,-10.0,1
16.0,-249.0,-34.0,83.0,13.0,-10.0,1
15.0,-245.0,-36.0,83.0,13.0,-9.0,1
16.0,-246.0,-38.0,81.0,13.0,-12.0,1
19.0,-244.0,-26.0,80.0,14.0,-10.0,1
16.0,-245.0,-31.0,79.0,13.0,-11.0,1
18.0,-246.0,-31.0,76.0,15.0,-12.0,1
17.0,-250.0,-33.0,75.0,14.0,-12.0,1
19.0,-245.0,-32.0,74.0,15.0,-12.0,1
18.0,-247.0,-32.0,72.0,15.0,-10.0,1
16.0,-244.0,-36.0,69.0,14.0,-11.0,1
15.0,-245.0,-33.0,67.0,15.0,-11.0,1
16.0,-246.0,-31.0,67.0,14.0,-12.0,1
15.0,-243.0,-32.0,65.0,12.0,-12.0,1
12.0,-248.0,-40.0,64.0,13.0,-12.0,1
20.0,-246.0,-33.0,64.0,11.0,-11.0,1
20.0,-248.0,-32.0,64.0,12.0,-9.0,1
16.0,-247.0,-33.0,64.0,12.0,-11.0,1
17.0,-245.0,-31.0,63.0,13.0,-12.0,1
