ax,ay,az,gx,gy,gz,label
29.0,-233.0,-113.0,-3.0,57.0,-8.0,0
24.0,-230.0,-114.0,6.0,56.0,-5.0,0
28.0,-233.0,-112.0,13.0,54.0,-6.0,0
27.0,-231.0,-115.0,19.0,53.0,-3.0,0
28.0,-230.0,-115.0,24.0,53.0,-5.0,0
23.0,-229.0,-114.0,27.0,54.0,-3.0,0
24.0,-229.0,-116.0,29.0,54.0,-3.0,0
28.0,-230.0,-115.0,28.0,53.0,-2.0,0
24.0,-228.0,-111.0,28.0,53.0,-3.0,0
28.0,-230.0,-116.0,30.0,55.0,-1.0,0
26.0,-231.0,-114.0,34.0,56.0,-2.0,0
26.0,-232.0,-112.0,36.0,56.0,-1.0,0
26.0,-228.0,-113.0,37.0,57.0,-3.0,0
27.0,-229.0,-115.0,36.0,59.0,-2.0,0
23.0,-228.0,-117.0,33.0,59.0,-5.0,0
24.0,-227.0,-115.0,29.0,61.0,-3.0,0
25.0,-228.0,-115.0,24.0,61.0,-4.0,0
24.0,-227.0,-114.0,19.0,61.0,-3.0,0
29.0,-228.0,-115.0,13.0,62.0,-6.0,0
25.0,-228.0,-115.0,10.0,62.0,-3.0,0
23.0,-227.0,-112.0,8.0,62.0,-4.0,0
26.0,-230.0,-118.0,6.0,61.0,-3.0,0
26.0,-225.0,-108.0,4.0,60.0,-4.0,0
35.0,-227.0,-108.0,0.0,58.0,-1.0,0
31.0,-234.0,-105.0,0.0,59.0,-3.0,0
24.0,-240.0,-110.0,-2.0,60.0,1.0,0
17.0,-232.0,-112.0,-3.0,59.0,-2.0,0
33.0,-231.0,-116.0,-4.0,61.0,0.0,0
32.0,-226.0,-105.0,-4.0,59.0,-3.0,0
29.0,-232.0,-119.0,-3.0,60.0,-1.0,0
31.0,-233.0,-102.0,-2.0,59.0,-3.0,0
30.0,-231.0,-108.0,-1.0,59.0,-1.0,0
29.0,-228.0,-112.0,2.0,61.0,-3.0,0
28.0,-225.0,-106.0,8.0,61.0,0.0,0
21.0,-234.0,-116.0,10.0,60.0,-2.0,0
24.0,-231.0,-111.0,15.0,59.0,2.0,0
27.0,-233.0,-112.0,18.0,61.0,-1.0,0
19.0,-235.0,-115.0,20.0,59.0,3.0,0
25.0,-230.0,-113.0,21.0,60.0,1.0,0
19.0,-237.0,-101.0,20.0,59.0,5.0,0
27.0,-228.0,-117.0,20.0,60.0,5.0,0
27.0,-233.0,-112.0,19.0,59.0,8.0,0
21.0,-228.0,-109.0,16.0,60.0,6.0,0
26.0,-230.0,-112.0,14.0,61.0,10.0,0
