ax,ay,az,gx,gy,gz,label
-9.0,-256.0,-18.0,-3.0,58.0,-4.0,0
-10.0,-253.0,-14.0,-3.0,57.0,-2.0,0
-4.0,-257.0,-15.0,-4.0,57.0,-2.0,0
-8.0,-256.0,-13.0,-3.0,58.0,-2.0,0
-8.0,-255.0,-17.0,-4.0,57.0,-2.0,0
-6.0,-257.0,-14.0,-5.0,58.0,-3.0,0
-6.0,-253.0,-20.0,-5.0,57.0,-3.0,0
-9.0,-252.0,-17.0,-7.0,57.0,-4.0,0
-10.0,-257.0,-17.0,-7.0,58.0,-2.0,0
-6.0,-254.0,-12.0,-4.0,58.0,-3.0,0
-7.0,-257.0,-16.0,-5.0,58.0,-2.0,0
-5.0,-252.0,-19.0,-4.0,58.0,-3.0,0
-7.0,-253.0,-18.0,-3.0,59.0,-4.0,0
-4.0,-255.0,-18.0,-3.0,59.0,-4.0,0
-7.0,-255.0,-16.0,-4.0,60.0,-4.0,0
-8.0,-258.0,-16.0,-4.0,61.0,-4.0,0
-7.0,-255.0,-18.0,-3.0,60.0,-3.0,0
-7.0,-256.0,-18.0,-5.0,59.0,-4.0,0
-7.0,-257.0,-16.0,-7.0,59.0,-3.0,0
-3.0,-259.0,-16.0,-9.0,58.0,-3.0,0
-5.0,-254.0,-17.0,-11.0,58.0,-3.0,0
-8.0,-256.0,-18.0,-10.0,59.0,-4.0,0
-7.0,-254.0,-17.0,-10.0,60.0,-4.0,0
-9.0,-257.0,-17.0,-10.0,59.0,-4.0,0
-11.0,-256.0,-16.0,-9.0,61.0,-4.0,0
-6.0,-257.0,-17.0,-6.0,61.0,-4.0,0
-9.0,-257.0,-16.0,-5.0,60.0,-5.0,0
-4.0,-256.0,-16.0,-5.0,59.0,-4.0,0
-7.0,-258.0,-13.0,-4.0,59.0,-4.0,0
-7.0,-253.0,-15.0,-5.0,57.0,-4.0,0
-9.0,-255.0,-16.0,-6.0,58.0,-4.0,0
-9.0,-257.0,-15.0,-6.0,59.0,-4.0,0
-5.0,-253.0,-17.0,-9.0,59.0,-3.0,0
-7.0,-258.0,-17.0,-11.0,59.0,-3.0,0
-8.0,-253.0,-16.0,-11.0,59.0,-3.0,0
-4.0,-256.0,-18.0,-11.0,59.0,-5.0,0
-6.0,-256.0,-17.0,-11.0,60.0,-4.0,0
-9.0,-258.0,-19.0,-11.0,59.0,-4.0,0
-6.0,-256.0,-17.0,-10.0,60.0,-2.0,0
-6.0,-256.0,-13.0,-11.0,61.0,-3.0,0
-8.0,-257.0,-18.0,-10.0,60.0,-2.0,0
-8.0,-258.0,-17.0,-11.0,60.0,-3.0,0
-8.0,-253.0,-16.0,-10.0,62.0,-3.0,0
-8.0,-252.0,-17.0,-10.0,61.0,-4.0,0
-5.0,-254.0,-17.0,-11.0,61.0,-4.0,0
-5.0,-255.0,-14.0,-13.0,61.0,-4.0,0
-5.0,-257.0,-17.0,-16.0,62.0,-5.0,0
-8.0,-256.0,-15.0,-17.0,61.0,-5.0,0
-10.0,-257.0,-15.0,-19.0,62.0,-4.0,0
-5.0,-258.0,-18.0,-19.0,63.0,-5.0,0
-5.0,-257.0,-18.0,-16.0,65.0,-5.0,0
-7.0,-255.0,-16.0,-10.0,65.0,-4.0,0
-3.0,-258.0,-18.0,-7.0,66.0,-4.0,0
-5.0,-255.0,-14.0,-5.0,66.0,-3.0,0
-6.0,-256.0,-14.0,-3.0,66.0,-4.0,0
-11.0,-253.0,-18.0,-5.0,66.0,-4.0,0
