ax,ay,az,gx,gy,gz,label
6.0,-238.0,-145.0,-45.0,14.0,-5.0,0
5.0,-237.0,-148.0,-49.0,16.0,-6.0,0
4.0,-240.0,-147.0,-51.0,16.0,-5.0,0
6.0,-240.0,-147.0,-52.0,17.0,-5.0,0
5.0,-239.0,-148.0,-52.0,17.0,-5.0,0
4.0,-239.0,-146.0,-52.0,15.0,-6.0,0
4.0,-238.0,-147.0,-52.0,16.0,-7.0,0
6.0,-241.0,-148.0,-52.0,14.0,-6.0,0
5.0,-237.0,-144.0,-52.0,14.0,-6.0,0
6.0,-240.0,-146.0,-50.0,15.0,-6.0,0
6.0,-242.0,-150.0,-50.0,15.0,-5.0,0
6.0,-237.0,-146.0,-52.0,15.0,-6.0,0
8.0,-238.0,-145.0,-52.0,15.0,-6.0,0
6.0,-240.0,-148.0,-51.0,15.0,-4.0,0
14.0,-218.0,-132.0,-51.0,16.0,-6.0,0
4.0,-238.0,-147.0,-51.0,16.0,-6.0,0
6.0,-238.0,-146.0,-51.0,17.0,-6.0,0
5.0,-238.0,-145.0,-50.0,17.0,-6.0,0
4.0,-238.0,-149.0,-49.0,19.0,-6.0,0
3.0,-237.0,-146.0,-50.0,19.0,-6.0,0
4.0,-237.0,-146.0,-50.0,20.0,-5.0,0
6.0,-238.0,-144.0,-51.0,21.0,-5.0,0
3.0,-236.0,-149.0,-50.0,21.0,-4.0,0
6.0,-237.0,-141.0,-53.0,20.0,-2.0,0
6.0,-235.0,-147.0,-56.0,20.0,-3.0,0
14.0,-243.0,-144.0,-60.0,20.0,-4.0,0
6.0,-237.0,-147.0,-57.0,18.0,-4.0,0
2.0,-239.0,-147.0,-57.0,18.0,-5.0,0
4.0,-238.0,-146.0,-55.0,17.0,-3.0,0
3.0,-238.0,-146.0,-52.0,17.0,-4.0,0
8.0,-241.0,-151.0,-52.0,16.0,-5.0,0
3.0,-240.0,-149.0,-51.0,16.0,-5.0,0
7.0,-240.0,-146.0,-51.0,17.0,-2.0,0
6.0,-240.0,-148.0,-50.0,19.0,-4.0,0
5.0,-240.0,-148.0,-49.0,21.0,-3.0,0
5.0,-238.0,-148.0,-46.0,22.0,-2.0,0
7.0,-228.0,-162.0,-46.0,23.0,-2.0,0
4.0,-239.0,-146.0,-47.0,23.0,-1.0,0
4.0,-238.0,-144.0,-49.0,23.0,-1.0,0
5.0,-238.0,-149.0,-49.0,22.0,-2.0,0
4.0,-241.0,-148.0,-50.0,21.0,-2.0,0
6.0,-240.0,-152.0,-52.0,20.0,-4.0,0
3.0,-239.0,-146.0,-53.0,19.0,-3.0,0
4.0,-236.0,-146.0,-55.0,15.0,-5.0,0
4.0,-238.0,-150.0,-56.0,14.0,-6.0,0
3.0,-235.0,-151.0,-56.0,13.0,-7.0,0
4.0,-239.0,-151.0,-55.0,13.0,-7.0,0
4.0,-234.0,-146.0,-56.0,11.0,-8.0,0
5.0,-239.0,-149.0,-58.0,11.0,-8.0,0
3.0,-238.0,-151.0,-57.0,11.0,-8.0,0
4.0,-236.0,-148.0,-59.0,10.0,-9.0,0
5.0,-237.0,-149.0,-61.0,10.0,-9.0,0
5.0,-239.0,-147.0,-62.0,10.0,-8.0,0
3.0,-240.0,-150.0,-63.0,11.0,-8.0,0
6.0,-239.0,-149.0,-65.0,12.0,-8.0,0
4.0,-238.0,-149.0,-63.0,13.0,-6.0,0
4.0,-239.0,-144.0,-62.0,14.0,-5.0,0
2.0,-241.0,-150.0,-59.0,16.0,-3.0,0
2.0,-236.0,-143.0,-56.0,18.0,-3.0,0
9.0,-238.0,-145.0,-54.0,18.0,-3.0,0
3.0,-239.0,-147.0,-52.0,20.0,-3.0,0
8.0,-240.0,-149.0,-52.0,19.0,-3.0,0
7.0,-238.0,-147.0,-53.0,20.0,-3.0,0
5.0,-236.0,-149.0,-55.0,18.0,-3.0,0
8.0,-238.0,-145.0,-57.0,17.0,-1.0,0
4.0,-238.0,-149.0,-59.0,15.0,-2.0,0
5.0,-239.0,-147.0,-59.0,14.0,-4.0,0
6.0,-237.0,-150.0,-61.0,13.0,-6.0,0
4.0,-238.0,-150.0,-61.0,15.0,-5.0,0
4.0,-238.0,-148.0,-62.0,14.0,-6.0,0
7.0,-237.0,-147.0,-61.0,13.0,-5.0,0
5.0,-237.0,-150.0,-60.0,11.0,-5.0,0
6.0,-238.0,-151.0,-61.0,11.0,-4.0,0
6.0,-237.0,-151.0,-61.0,12.0,-4.0,0
6.0,-239.0,-149.0,-62.0,11.0,-4.0,0
7.0,-238.0,-150.0,-61.0,11.0,-3.0,0
6.0,-238.0,-149.0,-61.0,13.0,-3.0,0
