ax,ay,az,gx,gy,gz,label
-25.0,-235.0,14.0,-173.0,-98.0,168.0,0
-28.0,-235.0,14.0,-180.0,-103.0,158.0,0
-28.0,-236.0,10.0,-186.0,-109.0,147.0,0
-28.0,-235.0,8.0,-193.0,-115.0,134.0,0
-25.0,-234.0,2.0,-197.0,-119.0,123.0,0
-21.0,-227.0,2.0,-203.0,-118.0,111.0,0
-15.0,-234.0,0.0,-207.0,-116.0,96.0,0
-17.0,-225.0,1.0,-214.0,-111.0,81.0,0
-18.0,-225.0,1.0,-219.0,-107.0,66.0,0
-17.0,-221.0,6.0,-217.0,-103.0,53.0,0
-12.0,-218.0,12.0,-214.0,-107.0,42.0,0
-17.0,-210.0,12.0,-215.0,-110.0,33.0,0
-13.0,-215.0,7.0,-224.0,-115.0,26.0,0
-15.0,-217.0,6.0,-240.0,-116.0,26.0,0
-17.0,-211.0,6.0,-259.0,-118.0,27.0,0
-16.0,-217.0,14.0,-282.0,-116.0,28.0,0
-13.0,-220.0,3.0,-305.0,-111.0,26.0,0
-13.0,-220.0,1.0,-330.0,-103.0,19.0,0
-13.0,-223.0,4.0,-356.0,-94.0,9.0,0
-12.0,-223.0,4.0,-380.0,-82.0,0.0,0
-8.0,-226.0,0.0,-403.0,-68.0,-10.0,0
-7.0,-231.0,0.0,-421.0,-55.0,-22.0,0
-6.0,-234.0,-1.0,-436.0,-35.0,-37.0,0
-9.0,-234.0,0.0,-449.0,-14.0,-48.0,0
-5.0,-240.0,-6.0,-457.0,6.0,-62.0,0
0.0,-242.0,2.0,-461.0,20.0,-75.0,0
-3.0,-243.0,-11.0,-463.0,27.0,-85.0,0
-3.0,-244.0,0.0,-464.0,30.0,-93.0,0
-2.0,-246.0,0.0,-466.0,28.0,-96.0,0
-5.0,-246.0,1.0,-469.0,24.0,-99.0,0
-1.0,-253.0,1.0,-469.0,19.0,-99.0,0
-7.0,-255.0,2.0,-466.0,14.0,-97.0,0
-9.0,-259.0,0.0,-456.0,16.0,-94.0,0
-10.0,-266.0,0.0,-441.0,23.0,-93.0,0
-14.0,-266.0,2.0,-429.0,33.0,-99.0,0
-14.0,-273.0,2.0,-415.0,44.0,-107.0,0
-13.0,-278.0,4.0,-397.0,52.0,-114.0,0
-13.0,-280.0,10.0,-373.0,53.0,-121.0,0
-20.0,-276.0,9.0,-343.0,51.0,-123.0,0
-18.0,-278.0,14.0,-311.0,42.0,-122.0,0
-20.0,-278.0,12.0,-280.0,28.0,-122.0,0
-17.0,-279.0,17.0,-258.0,15.0,-118.0,0
-14.0,-282.0,20.0,-247.0,4.0,-110.0,0
-15.0,-281.0,24.0,-241.0,-7.0,-102.0,0
-13.0,-279.0,33.0,-236.0,-16.0,-95.0,0
-11.0,-280.0,38.0,-225.0,-19.0,-84.0,0
-9.0,-277.0,40.0,-209.0,-19.0,-76.0,0
-9.0,-273.0,47.0,-194.0,-15.0,-69.0,0
-8.0,-278.0,43.0,-186.0,-10.0,-63.0,0
-8.0,-274.0,49.0,-177.0,-3.0,-60.0,0
-11.0,-274.0,52.0,-168.0,5.0,-59.0,0
-15.0,-273.0,52.0,-161.0,17.0,-59.0,0
-12.0,-272.0,52.0,-156.0,31.0,-57.0,0
-12.0,-274.0,49.0,-154.0,49.0,-56.0,0
-20.0,-270.0,44.0,-157.0,74.0,-55.0,0
-16.0,-272.0,47.0,-164.0,103.0,-50.0,0
-12.0,-268.0,43.0,-172.0,139.0,-43.0,0
-11.0,-272.0,42.0,-177.0,172.0,-37.0,0
-5.0,-264.0,43.0,-177.0,202.0,-36.0,0
-12.0,-274.0,50.0,-170.0,224.0,-37.0,0
-12.0,-270.0,53.0,-161.0,239.0,-35.0,0
-14.0,-267.0,54.0,-143.0,248.0,-36.0,0
-9.0,-268.0,59.0,-116.0,252.0,-43.0,0
-12.0,-266.0,62.0,-88.0,252.0,-53.0,0
-15.0,-264.0,63.0,-64.0,249.0,-64.0,0
-26.0,-260.0,62.0,-56.0,234.0,-68.0,0
-34.0,-259.0,52.0,-69.0,208.0,-66.0,0
-48.0,-266.0,37.0,-111.0,171.0,-65.0,0
-54.0,-271.0,18.0,-180.0,122.0,-56.0,0
-57.0,-279.0,-5.0,-272.0,69.0,-44.0,0
-64.0,-284.0,-29.0,-392.0,16.0,-30.0,0
-64.0,-295.0,-51.0,-538.0,-29.0,-9.0,0
-59.0,-309.0,-66.0,-695.0,-90.0,11.0,0
-42.0,-324.0,-65.0,-834.0,-156.0,24.0,0
-27.0,-329.0,-61.0,-911.0,-204.0,30.0,0
-19.0,-332.0,-52.0,-892.0,-225.0,26.0,0
-30.0,-323.0,-43.0,-770.0,-226.0,23.0,0
-58.0,-308.0,-46.0,-580.0,-239.0,33.0,0
-88.0,-281.0,-66.0,-379.0,-279.0,60.0,0
-102.0,-260.0,-76.0,-229.0,-347.0,106.0,0
-103.0,-238.0,-101.0,-171.0,-432.0,162.0,0
-98.0,-214.0,-125.0,-213.0,-517.0,218.0,0
-74.0,-202.0,-152.0,-337.0,-581.0,264.0,0
-45.0,-202.0,-165.0,-511.0,-607.0,295.0,0
-19.0,-205.0,-174.0,-694.0,-580.0,320.0,0
4.0,-217.0,-173.0,-849.0,-499.0,335.0,0
19.0,-239.0,-163.0,-951.0,-395.0,333.0,0
31.0,-252.0,-135.0,-984.0,-307.0,330.0,0
46.0,-273.0,-102.0,-944.0,-250.0,321.0,0
55.0,-281.0,-91.0,-845.0,-234.0,299.0,0
64.0,-283.0,-66.0,-718.0,-242.0,264.0,0
72.0,-290.0,-46.0,-584.0,-252.0,231.0,0
73.0,-280.0,-35.0,-445.0,-246.0,197.0,0
75.0,-275.0,-18.0,-315.0,-215.0,156.0,0
73.0,-267.0,-16.0,-204.0,-152.0,116.0,0
68.0,-260.0,-6.0,-116.0,-69.0,66.0,0
63.0,-252.0,-11.0,-54.0,22.0,8.0,0
49.0,-242.0,-17.0,-25.0,112.0,-45.0,0
43.0,-231.0,-25.0,-36.0,199.0,-89.0,0
29.0,-226.0,-38.0,-81.0,273.0,-133.0,0
23.0,-225.0,-45.0,-158.0,326.0,-183.0,0
13.0,-215.0,-55.0,-249.0,355.0,-230.0,0
1.0,-211.0,-57.0,-335.0,365.0,-269.0,0
-13.0,-213.0,-61.0,-404.0,352.0,-309.0,0
-19.0,-213.0,-60.0,-448.0,331.0,-358.0,0
-35.0,-211.0,-55.0,-474.0,309.0,-410.0,0
-49.0,-209.0,-51.0,-485.0,295.0,-459.0,0
-58.0,-206.0,-43.0,-480.0,286.0,-500.0,0
-64.0,-213.0,-39.0,-462.0,278.0,-531.0,0
-73.0,-210.0,-33.0,-435.0,270.0,-557.0,0
-78.0,-216.0,-30.0,-409.0,258.0,-569.0,0
-79.0,-216.0,-23.0,-377.0,238.0,-573.0,0
-79.0,-226.0,-8.0,-344.0,212.0,-575.0,0
-70.0,-227.0,-11.0,-299.0,174.0,-578.0,0
-63.0,-223.0,-10.0,-247.0,123.0,-576.0,0
-45.0,-225.0,-12.0,-203.0,71.0,-561.0,0
-19.0,-225.0,-15.0,-172.0,19.0,-545.0,0
-2.0,-221.0,-15.0,-150.0,-30.0,-535.0,0
16.0,-218.0,-20.0,-141.0,-69.0,-520.0,0
34.0,-218.0,-21.0,-133.0,-96.0,-498.0,0
43.0,-219.0,-24.0,-116.0,-107.0,-478.0,0
62.0,-215.0,-27.0,-82.0,-110.0,-460.0,0
71.0,-210.0,-27.0,-32.0,-106.0,-450.0,0
85.0,-209.0,-28.0,29.0,-94.0,-445.0,0
87.0,-202.0,-28.0,96.0,-70.0,-442.0,0
89.0,-199.0,-31.0,152.0,-30.0,-441.0,0
88.0,-198.0,-31.0,188.0,29.0,-439.0,0
82.0,-197.0,-28.0,202.0,104.0,-441.0,0
79.0,-198.0,-29.0,191.0,190.0,-443.0,0
72.0,-197.0,-28.0,162.0,281.0,-449.0,0
66.0,-200.0,-22.0,129.0,366.0,-457.0,0
57.0,-203.0,-18.0,97.0,436.0,-473.0,0
54.0,-208.0,-16.0,73.0,492.0,-480.0,0
42.0,-206.0,-18.0,66.0,527.0,-481.0,0
28.0,-206.0,-25.0,66.0,540.0,-478.0,0
20.0,-201.0,-17.0,62.0,541.0,-474.0,0
10.0,-202.0,-15.0,65.0,533.0,-466.0,0
5.0,-195.0,-20.0,74.0,517.0,-454.0,0
0.0,-192.0,-21.0,84.0,500.0,-435.0,0
-3.0,-191.0,-24.0,93.0,480.0,-415.0,0
-5.0,-184.0,-22.0,98.0,460.0,-390.0,0
-8.0,-181.0,-25.0,93.0,442.0,-362.0,0
-9.0,-184.0,-24.0,78.0,428.0,-331.0,0
-7.0,-180.0,-23.0,50.0,414.0,-312.0,0
-4.0,-181.0,-26.0,17.0,398.0,-295.0,0
-10.0,-180.0,-24.0,-12.0,382.0,-276.0,0
-6.0,-187.0,-22.0,-39.0,361.0,-256.0,0
-2.0,-194.0,-19.0,-67.0,335.0,-233.0,0
-3.0,-200.0,-17.0,-88.0,307.0,-211.0,0
-3.0,-212.0,-9.0,-98.0,277.0,-187.0,0
2.0,-223.0,-9.0,-99.0,247.0,-153.0,0
8.0,-236.0,-8.0,-85.0,211.0,-123.0,0
7.0,-245.0,-11.0,-72.0,173.0,-92.0,0
20.0,-259.0,-14.0,-84.0,145.0,-52.0,0
23.0,-269.0,-24.0,-115.0,118.0,-26.0,0
18.0,-276.0,-30.0,-154.0,90.0,-1.0,0
36.0,-291.0,-42.0,-207.0,68.0,30.0,0
34.0,-305.0,-40.0,-264.0,56.0,51.0,0
38.0,-316.0,-34.0,-317.0,50.0,57.0,0
42.0,-331.0,-32.0,-336.0,47.0,57.0,0
41.0,-335.0,-28.0,-317.0,44.0,52.0,0
40.0,-343.0,-24.0,-267.0,48.0,58.0,0
40.0,-347.0,-18.0,-188.0,59.0,69.0,0
41.0,-350.0,-13.0,-97.0,70.0,83.0,0
49.0,-357.0,-11.0,-5.0,90.0,87.0,0
46.0,-349.0,-4.0,40.0,122.0,79.0,0
45.0,-353.0,0.0,58.0,156.0,63.0,0
45.0,-344.0,8.0,74.0,185.0,46.0,0
37.0,-342.0,14.0,78.0,199.0,27.0,0
35.0,-336.0,18.0,60.0,194.0,-5.0,0
30.0,-331.0,25.0,36.0,182.0,-38.0,0
30.0,-326.0,27.0,33.0,180.0,-57.0,0
27.0,-321.0,32.0,49.0,197.0,-68.0,0
26.0,-315.0,23.0,78.0,228.0,-73.0,0
20.0,-300.0,23.0,101.0,257.0,-93.0,0
23.0,-294.0,21.0,111.0,281.0,-116.0,0
25.0,-281.0,23.0,102.0,294.0,-140.0,0
19.0,-270.0,33.0,78.0,299.0,-158.0,0
23.0,-263.0,38.0,51.0,294.0,-180.0,0
17.0,-253.0,40.0,35.0,276.0,-202.0,0
12.0,-245.0,43.0,25.0,249.0,-219.0,0
8.0,-231.0,46.0,28.0,218.0,-235.0,0
5.0,-218.0,42.0,36.0,189.0,-249.0,0
10.0,-197.0,34.0,37.0,152.0,-260.0,0
15.0,-181.0,32.0,32.0,111.0,-274.0,0
16.0,-158.0,22.0,25.0,68.0,-285.0,0
20.0,-132.0,11.0,12.0,35.0,-296.0,0
27.0,-101.0,1.0,-4.0,22.0,-309.0,0
36.0,-66.0,-40.0,-13.0,31.0,-322.0,0
49.0,-30.0,-79.0,-24.0,82.0,-321.0,0
67.0,0.0,-115.0,-53.0,171.0,-305.0,0
79.0,13.0,-127.0,-114.0,279.0,-293.0,0
96.0,12.0,-138.0,-223.0,366.0,-301.0,0
84.0,-14.0,-124.0,-393.0,367.0,-320.0,0
66.0,-59.0,-83.0,-615.0,246.0,-292.0,0
58.0,-114.0,-49.0,-834.0,19.0,-205.0,0
69.0,-158.0,-17.0,-984.0,-219.0,-105.0,0
94.0,-208.0,13.0,-1004.0,-342.0,-45.0,0
123.0,-257.0,52.0,-841.0,-272.0,-10.0,0
130.0,-292.0,52.0,-502.0,-36.0,8.0,0
134.0,-312.0,31.0,-63.0,267.0,17.0,0
127.0,-322.0,-2.0,355.0,543.0,7.0,0
108.0,-327.0,-59.0,646.0,717.0,-19.0,0
87.0,-333.0,-109.0,748.0,765.0,-44.0,0
68.0,-335.0,-162.0,654.0,717.0,-47.0,0
56.0,-341.0,-195.0,414.0,629.0,-25.0,0
47.0,-347.0,-209.0,109.0,543.0,5.0,0
