ax,ay,az,gx,gy,gz,label
-4.0,100.0,214.0,-16.0,77.0,-8.0,0
-7.0,100.0,216.0,-21.0,76.0,-6.0,0
-8.0,102.0,218.0,-25.0,76.0,-9.0,0
-9.0,101.0,217.0,-29.0,74.0,-5.0,0
-9.0,99.0,217.0,-32.0,74.0,-7.0,0
-5.0,98.0,220.0,-34.0,71.0,-3.0,0
-7.0,97.0,218.0,-34.0,69.0,-5.0,0
-8.0,95.0,218.0,-31.0,64.0,-2.0,0
-6.0,94.0,218.0,-29.0,63.0,-3.0,0
-8.0,97.0,217.0,-28.0,58.0,0.0,0
-7.0,96.0,217.0,-23.0,56.0,0.0,0
-6.0,95.0,219.0,-19.0,53.0,3.0,0
-7.0,97.0,219.0,-15.0,54.0,1.0,0
-2.0,93.0,215.0,-11.0,51.0,4.0,0
-7.0,98.0,216.0,-6.0,51.0,2.0,0
-15.0,93.0,217.0,-5.0,51.0,4.0,0
-7.0,96.0,217.0,-3.0,51.0,2.0,0
-8.0,97.0,218.0,1.0,51.0,5.0,0
-10.0,99.0,216.0,0.0,52.0,2.0,0
-7.0,98.0,219.0,-2.0,54.0,4.0,0
-7.0,100.0,219.0,-2.0,57.0,-1.0,0
-7.0,100.0,215.0,-4.0,59.0,0.0,0
-4.0,97.0,217.0,-9.0,60.0,-5.0,0
-6.0,102.0,225.0,-12.0,63.0,-4.0,0
-3.0,99.0,220.0,-19.0,65.0,-8.0,0
-7.0,100.0,216.0,-24.0,68.0,-8.0,0
-8.0,102.0,218.0,-31.0,71.0,-10.0,0
-6.0,102.0,218.0,-35.0,74.0,-9.0,0
-7.0,100.0,215.0,-41.0,72.0,-12.0,0
-6.0,100.0,220.0,-46.0,73.0,-10.0,0
-8.0,101.0,217.0,-50.0,72.0,-13.0,0
-8.0,99.0,213.0,-51.0,71.0,-12.0,0
-8.0,98.0,219.0,-53.0,70.0,-12.0,0
-7.0,98.0,217.0,-53.0,68.0,-10.0,0
-4.0,96.0,220.0,-51.0,67.0,-9.0,0
-9.0,96.0,220.0,-48.0,66.0,-7.0,0
-6.0,98.0,215.0,-41.0,63.0,-8.0,0
-14.0,95.0,229.0,-36.0,60.0,-4.0,0
-9.0,96.0,217.0,-30.0,59.0,-4.0,0
-9.0,99.0,217.0,-22.0,57.0,-3.0,0
-10.0,98.0,217.0,-14.0,55.0,-1.0,0
-11.0,94.0,216.0,-9.0,53.0,1.0,0
-7.0,96.0,217.0,-3.0,52.0,1.0,0
-12.0,97.0,216.0,1.0,51.0,3.0,0
-9.0,94.0,214.0,3.0,50.0,2.0,0
-9.0,94.0,217.0,6.0,52.0,3.0,0
-7.0,95.0,219.0,6.0,50.0,2.0,0
-10.0,94.0,220.0,6.0,52.0,3.0,0
-11.0,98.0,217.0,5.0,52.0,3.0,0
-8.0,97.0,214.0,4.0,50.0,3.0,0
-10.0,96.0,219.0,1.0,50.0,2.0,0
-9.0,95.0,219.0,0.0,51.0,4.0,0
-7.0,96.0,221.0,-3.0,53.0,3.0,0
-6.0,97.0,217.0,-6.0,55.0,4.0,0
-10.0,98.0,218.0,-7.0,56.0,3.0,0
-8.0,97.0,216.0,-8.0,58.0,3.0,0
-10.0,99.0,218.0,-7.0,60.0,4.0,0
-8.0,99.0,215.0,-6.0,60.0,4.0,0
-5.0,99.0,221.0,-5.0,60.0,3.0,0
-6.0,99.0,219.0,-2.0,61.0,2.0,0
-10.0,102.0,217.0,2.0,63.0,1.0,0
