ax,ay,az,gx,gy,gz,label
20.0,-229.0,-98.0,179.0,688.0,226.0,1
15.0,-222.0,-95.0,197.0,689.0,222.0,1
12.0,-219.0,-96.0,209.0,686.0,219.0,1
9.0,-216.0,-86.0,215.0,685.0,214.0,1
3.0,-215.0,-84.0,215.0,679.0,209.0,1
4.0,-212.0,-78.0,211.0,667.0,206.0,1
1.0,-212.0,-80.0,206.0,652.0,203.0,1
1.0,-206.0,-73.0,199.0,636.0,202.0,1
0.0,-209.0,-73.0,186.0,619.0,204.0,1
0.0,-208.0,-79.0,167.0,601.0,206.0,1
-1.0,-211.0,-73.0,148.0,584.0,211.0,1
0.0,-208.0,-77.0,126.0,567.0,216.0,1
-2.0,-211.0,-74.0,104.0,551.0,221.0,1
2.0,-214.0,-75.0,84.0,534.0,225.0,1
5.0,-216.0,-76.0,66.0,517.0,229.0,1
7.0,-212.0,-79.0,51.0,502.0,231.0,1
9.0,-219.0,-79.0,36.0,489.0,232.0,1
8.0,-216.0,-80.0,24.0,479.0,232.0,1
8.0,-222.0,-85.0,14.0,471.0,229.0,1
7.0,-224.0,-84.0,1.0,465.0,229.0,1
7.0,-223.0,-84.0,-8.0,461.0,229.0,1
5.0,-226.0,-84.0,-13.0,459.0,232.0,1
6.0,-231.0,-77.0,-18.0,457.0,237.0,1
3.0,-231.0,-78.0,-20.0,455.0,244.0,1
3.0,-234.0,-79.0,-23.0,454.0,252.0,1
2.0,-233.0,-80.0,-21.0,449.0,257.0,1
6.0,-240.0,-78.0,-20.0,447.0,262.0,1
0.0,-236.0,-82.0,-16.0,448.0,262.0,1
-2.0,-236.0,-78.0,-12.0,451.0,262.0,1
-1.0,-239.0,-82.0,-2.0,456.0,259.0,1
0.0,-238.0,-83.0,9.0,463.0,253.0,1
-2.0,-237.0,-81.0,25.0,471.0,247.0,1
-1.0,-236.0,-80.0,44.0,483.0,239.0,1
0.0,-238.0,-80.0,62.0,494.0,230.0,1
0.0,-236.0,-80.0,78.0,506.0,223.0,1
-2.0,-235.0,-73.0,90.0,516.0,215.0,1
-6.0,-234.0,-78.0,99.0,526.0,207.0,1
0.0,-233.0,-77.0,103.0,529.0,202.0,1
-3.0,-236.0,-73.0,105.0,531.0,197.0,1
1.0,-238.0,-74.0,104.0,529.0,193.0,1
0.0,-241.0,-74.0,100.0,524.0,188.0,1
1.0,-245.0,-75.0,97.0,512.0,180.0,1
0.0,-248.0,-78.0,94.0,496.0,173.0,1
-2.0,-253.0,-80.0,95.0,476.0,167.0,1
-3.0,-254.0,-83.0,98.0,455.0,159.0,1
-10.0,-254.0,-82.0,105.0,435.0,152.0,1
-12.0,-255.0,-81.0,116.0,418.0,145.0,1
-15.0,-255.0,-80.0,129.0,403.0,136.0,1
-19.0,-254.0,-79.0,141.0,386.0,128.0,1
-19.0,-253.0,-76.0,155.0,371.0,118.0,1
-16.0,-252.0,-78.0,166.0,355.0,108.0,1
-13.0,-252.0,-79.0,175.0,339.0,100.0,1
-13.0,-249.0,-74.0,181.0,324.0,90.0,1
-9.0,-246.0,-80.0,187.0,308.0,82.0,1
-5.0,-243.0,-82.0,191.0,295.0,75.0,1
-8.0,-240.0,-81.0,194.0,284.0,67.0,1
0.0,-240.0,-81.0,197.0,273.0,62.0,1
0.0,-236.0,-80.0,197.0,263.0,56.0,1
0.0,-238.0,-82.0,198.0,254.0,51.0,1
0.0,-235.0,-79.0,196.0,245.0,47.0,1
3.0,-234.0,-80.0,194.0,236.0,42.0,1
1.0,-232.0,-77.0,192.0,228.0,41.0,1
0.0,-232.0,-79.0,189.0,222.0,39.0,1
2.0,-234.0,-76.0,187.0,214.0,39.0,1
4.0,-231.0,-73.0,186.0,207.0,38.0,1
4.0,-231.0,-76.0,186.0,201.0,36.0,1
2.0,-230.0,-80.0,186.0,195.0,37.0,1
3.0,-232.0,-75.0,187.0,192.0,38.0,1
1.0,-228.0,-78.0,184.0,189.0,35.0,1
-1.0,-224.0,-71.0,182.0,187.0,30.0,1
4.0,-224.0,-83.0,178.0,186.0,30.0,1
0.0,-226.0,-77.0,171.0,188.0,26.0,1
2.0,-226.0,-78.0,167.0,189.0,22.0,1
1.0,-229.0,-74.0,160.0,190.0,16.0,1
2.0,-229.0,-75.0,156.0,193.0,14.0,1
2.0,-225.0,-75.0,151.0,195.0,10.0,1
4.0,-228.0,-79.0,146.0,196.0,6.0,1
5.0,-226.0,-78.0,141.0,197.0,4.0,1
8.0,-231.0,-76.0,137.0,200.0,5.0,1
6.0,-231.0,-77.0,133.0,202.0,4.0,1
11.0,-233.0,-81.0,130.0,205.0,5.0,1
10.0,-227.0,-76.0,127.0,208.0,5.0,1
14.0,-230.0,-80.0,124.0,211.0,3.0,1
9.0,-228.0,-75.0,121.0,214.0,6.0,1
12.0,-227.0,-77.0,115.0,218.0,8.0,1
13.0,-228.0,-79.0,109.0,221.0,11.0,1
10.0,-229.0,-79.0,99.0,226.0,15.0,1
11.0,-232.0,-79.0,88.0,230.0,17.0,1
12.0,-232.0,-84.0,75.0,234.0,19.0,1
12.0,-229.0,-84.0,61.0,238.0,23.0,1
14.0,-232.0,-81.0,47.0,241.0,25.0,1
9.0,-233.0,-84.0,37.0,245.0,29.0,1
14.0,-233.0,-83.0,29.0,250.0,32.0,1
13.0,-233.0,-80.0,23.0,252.0,32.0,1
10.0,-230.0,-84.0,18.0,253.0,31.0,1
9.0,-232.0,-86.0,13.0,256.0,32.0,1
13.0,-232.0,-83.0,9.0,258.0,31.0,1
12.0,-233.0,-82.0,5.0,262.0,29.0,1
14.0,-231.0,-86.0,-4.0,268.0,28.0,1
18.0,-231.0,-88.0,-18.0,277.0,25.0,1
22.0,-231.0,-89.0,-33.0,286.0,19.0,1
21.0,-228.0,-89.0,-48.0,296.0,16.0,1
20.0,-218.0,-86.0,-61.0,309.0,11.0,1
23.0,-223.0,-90.0,-70.0,318.0,4.0,1
24.0,-218.0,-93.0,-78.0,330.0,-1.0,1
28.0,-221.0,-90.0,-85.0,341.0,-6.0,1
28.0,-220.0,-93.0,-96.0,350.0,-10.0,1
30.0,-219.0,-91.0,-110.0,359.0,-12.0,1
32.0,-217.0,-92.0,-126.0,370.0,-15.0,1
32.0,-218.0,-92.0,-146.0,380.0,-16.0,1
30.0,-213.0,-93.0,-163.0,392.0,-16.0,1
30.0,-215.0,-96.0,-182.0,404.0,-16.0,1
32.0,-214.0,-102.0,-199.0,415.0,-15.0,1
28.0,-209.0,-105.0,-217.0,428.0,-13.0,1
32.0,-209.0,-101.0,-233.0,443.0,-10.0,1
34.0,-208.0,-98.0,-249.0,459.0,-8.0,1
34.0,-204.0,-103.0,-266.0,473.0,-3.0,1
33.0,-202.0,-105.0,-284.0,487.0,1.0,1
39.0,-202.0,-102.0,-304.0,499.0,7.0,1
39.0,-201.0,-102.0,-326.0,510.0,13.0,1
40.0,-201.0,-99.0,-352.0,521.0,20.0,1
38.0,-200.0,-109.0,-378.0,529.0,23.0,1
40.0,-202.0,-105.0,-403.0,537.0,30.0,1
41.0,-204.0,-105.0,-432.0,544.0,35.0,1
35.0,-202.0,-109.0,-462.0,549.0,40.0,1
37.0,-207.0,-107.0,-492.0,554.0,47.0,1
37.0,-208.0,-102.0,-524.0,564.0,54.0,1
33.0,-209.0,-109.0,-552.0,578.0,61.0,1
37.0,-213.0,-108.0,-580.0,595.0,67.0,1
29.0,-215.0,-109.0,-603.0,611.0,74.0,1
32.0,-222.0,-104.0,-626.0,624.0,81.0,1
28.0,-224.0,-109.0,-642.0,636.0,87.0,1
29.0,-225.0,-106.0,-654.0,648.0,96.0,1
28.0,-228.0,-105.0,-666.0,662.0,102.0,1
26.0,-232.0,-106.0,-677.0,673.0,110.0,1
