ax,ay,az,gx,gy,gz,label
5.0,-241.0,-47.0,50.0,23.0,-4.0,1
6.0,-244.0,-42.0,50.0,23.0,-4.0,1
7.0,-244.0,-48.0,51.0,23.0,-5.0,1
5.0,-244.0,-50.0,50.0,23.0,-5.0,1
6.0,-245.0,-48.0,50.0,23.0,-5.0,1
4.0,-241.0,-46.0,52.0,23.0,-4.0,1
5.0,-242.0,-47.0,52.0,23.0,-5.0,1
6.0,-247.0,-49.0,52.0,22.0,-5.0,1
2.0,-244.0,-46.0,52.0,20.0,-4.0,1
3.0,-240.0,-48.0,51.0,20.0,-6.0,1
2.0,-243.0,-48.0,50.0,19.0,-4.0,1
2.0,-244.0,-45.0,51.0,18.0,-6.0,1
3.0,-244.0,-50.0,53.0,17.0,-6.0,1
4.0,-244.0,-46.0,53.0,15.0,-5.0,1
6.0,-244.0,-47.0,53.0,13.0,-7.0,1
5.0,-245.0,-47.0,54.0,13.0,-6.0,1
4.0,-242.0,-48.0,54.0,12.0,-6.0,1
4.0,-242.0,-45.0,52.0,13.0,-8.0,1
7.0,-245.0,-45.0,51.0,11.0,-6.0,1
5.0,-246.0,-46.0,48.0,11.0,-7.0,1
3.0,-240.0,-45.0,45.0,9.0,-8.0,1
4.0,-246.0,-47.0,44.0,9.0,-8.0,1
3.0,-245.0,-49.0,44.0,7.0,-7.0,1
4.0,-243.0,-43.0,46.0,7.0,-8.0,1
5.0,-242.0,-44.0,46.0,7.0,-6.0,1
7.0,-247.0,-48.0,48.0,5.0,-6.0,1
7.0,-245.0,-44.0,48.0,5.0,-6.0,1
8.0,-243.0,-50.0,48.0,5.0,-5.0,1
7.0,-245.0,-48.0,50.0,5.0,-6.0,1
4.0,-244.0,-45.0,51.0,3.0,-6.0,1
4.0,-244.0,-48.0,50.0,3.0,-6.0,1
9.0,-247.0,-50.0,50.0,3.0,-6.0,1
7.0,-248.0,-48.0,51.0,5.0,-6.0,1
7.0,-241.0,-50.0,52.0,5.0,-8.0,1
6.0,-240.0,-49.0,53.0,6.0,-8.0,1
6.0,-244.0,-43.0,55.0,6.0,-9.0,1
6.0,-239.0,-46.0,53.0,8.0,-9.0,1
6.0,-248.0,-42.0,52.0,7.0,-8.0,1
8.0,-244.0,-50.0,53.0,7.0,-8.0,1
7.0,-247.0,-47.0,54.0,8.0,-7.0,1
2.0,-245.0,-49.0,51.0,7.0,-7.0,1
6.0,-246.0,-47.0,50.0,6.0,-6.0,1
5.0,-247.0,-51.0,49.0,7.0,-7.0,1
7.0,-245.0,-44.0,49.0,6.0,-7.0,1
4.0,-246.0,-45.0,48.0,7.0,-7.0,1
5.0,-244.0,-49.0,46.0,7.0,-7.0,1
7.0,-243.0,-48.0,48.0,6.0,-6.0,1
5.0,-243.0,-48.0,47.0,5.0,-8.0,1
6.0,-243.0,-51.0,47.0,5.0,-8.0,1
5.0,-243.0,-46.0,47.0,4.0,-9.0,1
5.0,-242.0,-47.0,45.0,5.0,-9.0,1
7.0,-242.0,-55.0,45.0,5.0,-9.0,1
5.0,-245.0,-50.0,45.0,5.0,-9.0,1
7.0,-244.0,-49.0,45.0,5.0,-9.0,1
5.0,-242.0,-53.0,45.0,6.0,-9.0,1
5.0,-242.0,-43.0,47.0,5.0,-9.0,1
3.0,-243.0,-48.0,47.0,7.0,-8.0,1
3.0,-246.0,-50.0,49.0,6.0,-7.0,1
8.0,-244.0,-48.0,51.0,8.0,-10.0,1
4.0,-245.0,-48.0,54.0,7.0,-10.0,1
6.0,-243.0,-47.0,53.0,6.0,-11.0,1
4.0,-239.0,-49.0,53.0,7.0,-12.0,1
6.0,-243.0,-50.0,52.0,9.0,-12.0,1
6.0,-244.0,-46.0,52.0,9.0,-12.0,1
7.0,-245.0,-44.0,51.0,9.0,-11.0,1
4.0,-244.0,-47.0,52.0,8.0,-12.0,1
6.0,-243.0,-47.0,51.0,9.0,-10.0,1
2.0,-243.0,-49.0,50.0,9.0,-11.0,1
5.0,-241.0,-48.0,48.0,10.0,-11.0,1
8.0,-247.0,-44.0,48.0,11.0,-10.0,1
4.0,-246.0,-46.0,48.0,12.0,-8.0,1
5.0,-245.0,-46.0,48.0,11.0,-7.0,1
4.0,-244.0,-47.0,47.0,11.0,-8.0,1
5.0,-244.0,-47.0,47.0,12.0,-8.0,1
4.0,-244.0,-44.0,47.0,11.0,-7.0,1
7.0,-246.0,-42.0,48.0,10.0,-8.0,1
4.0,-242.0,-46.0,47.0,9.0,-7.0,1
4.0,-242.0,-44.0,48.0,10.0,-10.0,1
3.0,-244.0,-44.0,48.0,9.0,-11.0,1
7.0,-245.0,-44.0,48.0,9.0,-9.0,1
4.0,-249.0,-47.0,47.0,10.0,-10.0,1
1.0,-242.0,-49.0,47.0,10.0,-10.0,1
5.0,-243.0,-45.0,49.0,11.0,-10.0,1
4.0,-244.0,-49.0,49.0,11.0,-10.0,1
2.0,-246.0,-49.0,48.0,10.0,-9.0,1
7.0,-244.0,-47.0,49.0,12.0,-8.0,1
7.0,-243.0,-44.0,49.0,12.0,-10.0,1
4.0,-247.0,-44.0,51.0,12.0,-9.0,1
5.0,-245.0,-48.0,51.0,12.0,-10.0,1
1.0,-242.0,-51.0,51.0,12.0,-10.0,1
6.0,-245.0,-45.0,50.0,12.0,-10.0,1
0.0,-246.0,-46.0,51.0,11.0,-11.0,1
3.0,-248.0,-46.0,53.0,12.0,-10.0,1
7.0,-243.0,-51.0,54.0,11.0,-10.0,1
6.0,-245.0,-42.0,54.0,11.0,-11.0,1
4.0,-245.0,-48.0,53.0,11.0,-10.0,1
5.0,-245.0,-49.0,53.0,11.0,-11.0,1
5.0,-246.0,-46.0,54.0,10.0,-11.0,1
3.0,-246.0,-49.0,55.0,10.0,-10.0,1
6.0,-246.0,-49.0,57.0,10.0,-11.0,1
4.0,-243.0,-45.0,57.0,9.0,-9.0,1
3.0,-246.0,-45.0,59.0,7.0,-11.0,1
5.0,-243.0,-46.0,59.0,8.0,-9.0,1
6.0,-244.0,-48.0,56.0,7.0,-9.0,1
5.0,-242.0,-47.0,53.0,8.0,-8.0,1
4.0,-246.0,-47.0,51.0,8.0,-9.0,1
5.0,-245.0,-50.0,49.0,7.0,-8.0,1
6.0,-244.0,-46.0,47.0,7.0,-7.0,1
4.0,-244.0,-52.0,47.0,7.0,-7.0,1
3.0,-244.0,-50.0,49.0,6.0,-9.0,1
4.0,-245.0,-49.0,50.0,7.0,-9.0,1
6.0,-244.0,-49.0,51.0,6.0,-9.0,1
5.0,-249.0,-47.0,54.0,5.0,-10.0,1
3.0,-246.0,-47.0,54.0,5.0,-11.0,1
6.0,-246.0,-50.0,57.0,5.0,-12.0,1
5.0,-246.0,-48.0,59.0,5.0,-10.0,1
6.0,-242.0,-50.0,60.0,4.0,-10.0,1
3.0,-242.0,-48.0,60.0,6.0,-10.0,1
6.0,-241.0,-51.0,58.0,7.0,-10.0,1
3.0,-240.0,-50.0,55.0,6.0,-9.0,1
7.0,-242.0,-49.0,52.0,7.0,-9.0,1
7.0,-244.0,-48.0,48.0,8.0,-9.0,1
5.0,-243.0,-46.0,44.0,9.0,-9.0,1
3.0,-245.0,-41.0,41.0,9.0,-9.0,1
8.0,-245.0,-50.0,38.0,11.0,-9.0,1
6.0,-246.0,-46.0,39.0,11.0,-9.0,1
8.0,-245.0,-46.0,40.0,13.0,-9.0,1
4.0,-246.0,-47.0,42.0,14.0,-9.0,1
4.0,-245.0,-48.0,45.0,14.0,-8.0,1
6.0,-246.0,-49.0,49.0,15.0,-9.0,1
3.0,-246.0,-46.0,52.0,15.0,-9.0,1
6.0,-246.0,-44.0,56.0,15.0,-8.0,1
5.0,-242.0,-48.0,57.0,16.0,-8.0,1
5.0,-244.0,-46.0,58.0,17.0,-8.0,1
5.0,-240.0,-53.0,58.0,17.0,-11.0,1
6.0,-246.0,-48.0,56.0,16.0,-10.0,1
4.0,-243.0,-48.0,55.0,17.0,-10.0,1
4.0,-241.0,-46.0,53.0,16.0,-10.0,1
5.0,-243.0,-50.0,50.0,17.0,-9.0,1
5.0,-246.0,-47.0,47.0,17.0,-9.0,1
3.0,-240.0,-49.0,46.0,17.0,-9.0,1
4.0,-244.0,-48.0,45.0,17.0,-10.0,1
7.0,-241.0,-48.0,43.0,17.0,-8.0,1
3.0,-246.0,-51.0,43.0,17.0,-10.0,1
4.0,-236.0,-45.0,42.0,17.0,-8.0,1
6.0,-244.0,-51.0,41.0,19.0,-10.0,1
6.0,-244.0,-45.0,41.0,19.0,-9.0,1
6.0,-241.0,-48.0,40.0,21.0,-8.0,1
4.0,-243.0,-45.0,39.0,21.0,-8.0,1
6.0,-244.0,-50.0,41.0,21.0,-7.0,1
3.0,-242.0,-48.0,40.0,21.0,-6.0,1
2.0,-242.0,-49.0,41.0,21.0,-7.0,1
8.0,-246.0,-45.0,41.0,22.0,-9.0,1
6.0,-245.0,-45.0,39.0,23.0,-8.0,1
8.0,-244.0,-49.0,40.0,25.0,-7.0,1
5.0,-236.0,-56.0,38.0,26.0,-8.0,1
5.0,-244.0,-46.0,37.0,26.0,-10.0,1
7.0,-245.0,-50.0,35.0,27.0,-10.0,1
6.0,-246.0,-46.0,35.0,29.0,-11.0,1
6.0,-245.0,-48.0,35.0,28.0,-12.0,1
5.0,-244.0,-49.0,35.0,28.0,-11.0,1
7.0,-242.0,-50.0,36.0,29.0,-12.0,1
7.0,-244.0,-43.0,35.0,29.0,-13.0,1
6.0,-247.0,-47.0,34.0,29.0,-11.0,1
8.0,-245.0,-49.0,34.0,28.0,-10.0,1
8.0,-242.0,-45.0,34.0,26.0,-11.0,1
4.0,-240.0,-48.0,33.0,25.0,-10.0,1
5.0,-246.0,-45.0,35.0,25.0,-10.0,1
4.0,-244.0,-49.0,36.0,25.0,-10.0,1
5.0,-248.0,-47.0,38.0,24.0,-9.0,1
5.0,-246.0,-48.0,38.0,24.0,-8.0,1
6.0,-245.0,-51.0,41.0,24.0,-7.0,1
4.0,-243.0,-52.0,42.0,23.0,-7.0,1
6.0,-247.0,-50.0,42.0,24.0,-7.0,1
6.0,-245.0,-50.0,41.0,25.0,-8.0,1
8.0,-243.0,-45.0,42.0,26.0,-6.0,1
8.0,-244.0,-44.0,44.0,28.0,-7.0,1
6.0,-242.0,-48.0,46.0,28.0,-4.0,1
6.0,-248.0,-46.0,49.0,30.0,-4.0,1
5.0,-244.0,-45.0,49.0,30.0,-4.0,1
5.0,-244.0,-48.0,51.0,29.0,-4.0,1
4.0,-242.0,-49.0,49.0,30.0,-7.0,1
4.0,-241.0,-43.0,49.0,29.0,-6.0,1
3.0,-244.0,-51.0,47.0,28.0,-7.0,1
5.0,-242.0,-47.0,45.0,26.0,-7.0,1
5.0,-242.0,-48.0,43.0,27.0,-8.0,1
4.0,-246.0,-48.0,42.0,27.0,-8.0,1
4.0,-243.0,-50.0,40.0,28.0,-8.0,1
6.0,-243.0,-47.0,38.0,28.0,-7.0,1
3.0,-243.0,-47.0,40.0,28.0,-7.0,1
6.0,-242.0,-47.0,41.0,28.0,-7.0,1
6.0,-247.0,-51.0,44.0,27.0,-5.0,1
5.0,-246.0,-46.0,46.0,26.0,-4.0,1
4.0,-245.0,-49.0,48.0,24.0,-5.0,1
4.0,-245.0,-46.0,50.0,24.0,-5.0,1
3.0,-244.0,-47.0,51.0,22.0,-4.0,1
3.0,-243.0,-50.0,54.0,21.0,-4.0,1
6.0,-244.0,-50.0,56.0,20.0,-5.0,1
3.0,-244.0,-41.0,56.0,18.0,-4.0,1
5.0,-242.0,-49.0,57.0,17.0,-5.0,1
2.0,-242.0,-49.0,56.0,17.0,-6.0,1
5.0,-244.0,-44.0,56.0,18.0,-8.0,1
3.0,-241.0,-50.0,55.0,16.0,-9.0,1
3.0,-244.0,-47.0,53.0,16.0,-9.0,1
2.0,-243.0,-42.0,52.0,16.0,-9.0,1
4.0,-241.0,-48.0,51.0,17.0,-10.0,1
5.0,-246.0,-49.0,52.0,17.0,-10.0,1
5.0,-245.0,-47.0,52.0,16.0,-10.0,1
4.0,-246.0,-48.0,53.0,16.0,-10.0,1
3.0,-241.0,-48.0,54.0,14.0,-10.0,1
6.0,-242.0,-44.0,53.0,14.0,-11.0,1
6.0,-242.0,-48.0,52.0,15.0,-10.0,1
4.0,-242.0,-47.0,51.0,17.0,-10.0,1
6.0,-243.0,-47.0,50.0,18.0,-11.0,1
6.0,-244.0,-47.0,50.0,19.0,-10.0,1
4.0,-245.0,-47.0,51.0,21.0,-10.0,1
4.0,-240.0,-50.0,53.0,21.0,-9.0,1
4.0,-245.0,-44.0,54.0,22.0,-8.0,1
6.0,-243.0,-46.0,53.0,21.0,-10.0,1
3.0,-243.0,-54.0,54.0,20.0,-10.0,1
6.0,-246.0,-53.0,53.0,17.0,-11.0,1
7.0,-246.0,-47.0,52.0,18.0,-12.0,1
5.0,-248.0,-49.0,53.0,15.0,-11.0,1
6.0,-245.0,-45.0,55.0,14.0,-11.0,1
4.0,-243.0,-47.0,55.0,14.0,-11.0,1
6.0,-244.0,-48.0,56.0,11.0,-11.0,1
1.0,-242.0,-47.0,56.0,10.0,-10.0,1
4.0,-244.0,-45.0,58.0,10.0,-9.0,1
5.0,-242.0,-49.0,57.0,9.0,-9.0,1
4.0,-241.0,-44.0,57.0,11.0,-11.0,1
5.0,-244.0,-54.0,58.0,10.0,-10.0,1
3.0,-243.0,-47.0,57.0,11.0,-8.0,1
4.0,-243.0,-46.0,55.0,11.0,-10.0,1
7.0,-243.0,-50.0,54.0,12.0,-10.0,1
6.0,-245.0,-48.0,53.0,11.0,-10.0,1
5.0,-243.0,-48.0,50.0,11.0,-9.0,1
