ax,ay,az,gx,gy,gz,label
25.0,-254.0,-31.0,-61.0,-1.0,-16.0,0
29.0,-254.0,-27.0,-64.0,0.0,-17.0,0
26.0,-251.0,-30.0,-64.0,2.0,-16.0,0
26.0,-251.0,-32.0,-60.0,3.0,-15.0,0
26.0,-254.0,-34.0,-55.0,3.0,-13.0,0
26.0,-254.0,-32.0,-50.0,4.0,-11.0,0
24.0,-251.0,-30.0,-45.0,5.0,-9.0,0
20.0,-252.0,-30.0,-41.0,3.0,-7.0,0
22.0,-257.0,-31.0,-39.0,2.0,-3.0,0
23.0,-252.0,-30.0,-35.0,2.0,2.0,0
18.0,-254.0,-28.0,-37.0,0.0,7.0,0
17.0,-248.0,-24.0,-38.0,-1.0,14.0,0
15.0,-253.0,-27.0,-43.0,-2.0,23.0,0
12.0,-250.0,-27.0,-46.0,-7.0,28.0,0
10.0,-250.0,-25.0,-52.0,-14.0,32.0,0
8.0,-252.0,-27.0,-59.0,-21.0,35.0,0
7.0,-252.0,-32.0,-68.0,-26.0,38.0,0
5.0,-251.0,-27.0,-79.0,-31.0,39.0,0
9.0,-255.0,-22.0,-88.0,-36.0,39.0,0
5.0,-252.0,-24.0,-96.0,-40.0,38.0,0
8.0,-253.0,-27.0,-104.0,-41.0,38.0,0
7.0,-251.0,-23.0,-109.0,-45.0,38.0,0
5.0,-250.0,-24.0,-114.0,-48.0,38.0,0
5.0,-253.0,-25.0,-117.0,-54.0,38.0,0
6.0,-251.0,-23.0,-121.0,-58.0,38.0,0
7.0,-252.0,-24.0,-124.0,-60.0,39.0,0
7.0,-252.0,-25.0,-128.0,-62.0,38.0,0
8.0,-257.0,-23.0,-131.0,-62.0,37.0,0
7.0,-255.0,-25.0,-134.0,-62.0,36.0,0
4.0,-254.0,-22.0,-139.0,-63.0,30.0,0
2.0,-257.0,-22.0,-139.0,-61.0,24.0,0
5.0,-255.0,-18.0,-140.0,-59.0,18.0,0
1.0,-253.0,-19.0,-137.0,-53.0,11.0,0
3.0,-251.0,-19.0,-132.0,-46.0,6.0,0
1.0,-249.0,-13.0,-128.0,-44.0,0.0,0
-5.0,-247.0,-10.0,-128.0,-45.0,-2.0,0
-3.0,-246.0,-9.0,-129.0,-49.0,-1.0,0
-1.0,-246.0,-8.0,-138.0,-56.0,1.0,0
0.0,-240.0,-6.0,-149.0,-62.0,2.0,0
-2.0,-245.0,-9.0,-165.0,-67.0,4.0,0
0.0,-249.0,-9.0,-181.0,-74.0,6.0,0
-2.0,-249.0,-8.0,-197.0,-82.0,9.0,0
0.0,-249.0,-10.0,-208.0,-87.0,12.0,0
1.0,-252.0,-10.0,-215.0,-88.0,13.0,0
2.0,-254.0,-13.0,-219.0,-82.0,13.0,0
4.0,-258.0,-15.0,-225.0,-72.0,11.0,0
1.0,-255.0,-16.0,-231.0,-61.0,8.0,0
1.0,-262.0,-16.0,-239.0,-50.0,6.0,0
0.0,-259.0,-17.0,-245.0,-43.0,5.0,0
2.0,-261.0,-17.0,-247.0,-35.0,5.0,0
0.0,-256.0,-14.0,-242.0,-26.0,6.0,0
1.0,-257.0,-13.0,-232.0,-17.0,6.0,0
-4.0,-253.0,-10.0,-222.0,-10.0,7.0,0
-11.0,-253.0,-7.0,-214.0,-7.0,8.0,0
-8.0,-249.0,-4.0,-207.0,-6.0,7.0,0
-5.0,-249.0,-4.0,-204.0,-10.0,5.0,0
-9.0,-247.0,-4.0,-207.0,-14.0,4.0,0
-8.0,-247.0,-8.0,-214.0,-19.0,5.0,0
-12.0,-245.0,-10.0,-224.0,-29.0,4.0,0
-6.0,-242.0,-10.0,-235.0,-43.0,2.0,0
-3.0,-244.0,-12.0,-251.0,-58.0,2.0,0
-1.0,-244.0,-13.0,-264.0,-66.0,3.0,0
2.0,-245.0,-14.0,-272.0,-64.0,3.0,0
4.0,-249.0,-13.0,-273.0,-50.0,7.0,0
6.0,-249.0,-6.0,-265.0,-30.0,13.0,0
1.0,-251.0,-7.0,-250.0,-12.0,20.0,0
5.0,-252.0,-13.0,-229.0,0.0,28.0,0
5.0,-252.0,-17.0,-213.0,5.0,36.0,0
5.0,-253.0,-23.0,-207.0,5.0,45.0,0
6.0,-253.0,-23.0,-213.0,6.0,51.0,0
9.0,-248.0,-25.0,-224.0,11.0,52.0,0
12.0,-248.0,-27.0,-235.0,22.0,51.0,0
15.0,-247.0,-32.0,-240.0,43.0,50.0,0
18.0,-247.0,-31.0,-237.0,70.0,45.0,0
22.0,-245.0,-33.0,-224.0,104.0,38.0,0
31.0,-246.0,-37.0,-203.0,143.0,33.0,0
40.0,-242.0,-44.0,-178.0,193.0,28.0,0
49.0,-241.0,-50.0,-167.0,254.0,20.0,0
57.0,-238.0,-53.0,-171.0,321.0,7.0,0
66.0,-231.0,-58.0,-187.0,382.0,-6.0,0
74.0,-231.0,-56.0,-219.0,435.0,-17.0,0
80.0,-226.0,-54.0,-260.0,481.0,-27.0,0
83.0,-226.0,-55.0,-305.0,522.0,-39.0,0
89.0,-233.0,-40.0,-350.0,559.0,-54.0,0
89.0,-242.0,-39.0,-387.0,588.0,-70.0,0
96.0,-248.0,-34.0,-418.0,607.0,-89.0,0
90.0,-249.0,-28.0,-445.0,619.0,-110.0,0
88.0,-252.0,-23.0,-469.0,628.0,-129.0,0
84.0,-254.0,-28.0,-489.0,638.0,-145.0,0
75.0,-250.0,-23.0,-512.0,650.0,-159.0,0
71.0,-250.0,-27.0,-531.0,667.0,-168.0,0
66.0,-248.0,-23.0,-544.0,682.0,-170.0,0
64.0,-247.0,-17.0,-548.0,690.0,-173.0,0
58.0,-246.0,-15.0,-537.0,687.0,-171.0,0
48.0,-242.0,-10.0,-512.0,666.0,-162.0,0
39.0,-242.0,0.0,-475.0,624.0,-149.0,0
27.0,-247.0,5.0,-425.0,554.0,-126.0,0
22.0,-246.0,12.0,-368.0,475.0,-103.0,0
14.0,-250.0,10.0,-330.0,397.0,-91.0,0
14.0,-253.0,10.0,-318.0,335.0,-90.0,0
10.0,-256.0,8.0,-341.0,290.0,-99.0,0
10.0,-253.0,0.0,-395.0,262.0,-113.0,0
11.0,-250.0,-8.0,-476.0,244.0,-130.0,0
18.0,-250.0,-12.0,-573.0,232.0,-146.0,0
17.0,-251.0,-17.0,-658.0,220.0,-162.0,0
20.0,-249.0,-20.0,-718.0,208.0,-167.0,0
25.0,-250.0,-23.0,-748.0,202.0,-169.0,0
24.0,-244.0,-19.0,-756.0,211.0,-169.0,0
28.0,-244.0,-23.0,-743.0,235.0,-165.0,0
34.0,-244.0,-24.0,-729.0,264.0,-161.0,0
38.0,-243.0,-28.0,-721.0,287.0,-163.0,0
39.0,-237.0,-32.0,-733.0,299.0,-168.0,0
41.0,-231.0,-37.0,-766.0,295.0,-171.0,0
43.0,-226.0,-36.0,-816.0,277.0,-175.0,0
42.0,-227.0,-40.0,-872.0,253.0,-177.0,0
38.0,-226.0,-45.0,-920.0,228.0,-179.0,0
38.0,-227.0,-44.0,-964.0,200.0,-174.0,0
33.0,-233.0,-46.0,-992.0,164.0,-170.0,0
23.0,-237.0,-41.0,-991.0,110.0,-162.0,0
11.0,-244.0,-39.0,-966.0,31.0,-156.0,0
3.0,-250.0,-34.0,-918.0,-67.0,-155.0,0
-5.0,-258.0,-36.0,-854.0,-172.0,-158.0,0
-7.0,-269.0,-37.0,-787.0,-269.0,-157.0,0
-8.0,-274.0,-41.0,-725.0,-350.0,-162.0,0
-10.0,-275.0,-43.0,-681.0,-410.0,-179.0,0
-8.0,-280.0,-48.0,-659.0,-442.0,-200.0,0
-6.0,-275.0,-57.0,-663.0,-453.0,-218.0,0
1.0,-276.0,-57.0,-684.0,-455.0,-227.0,0
10.0,-275.0,-58.0,-714.0,-455.0,-232.0,0
24.0,-282.0,-54.0,-753.0,-464.0,-233.0,0
32.0,-284.0,-43.0,-786.0,-484.0,-233.0,0
42.0,-289.0,-36.0,-805.0,-517.0,-232.0,0
52.0,-298.0,-27.0,-805.0,-558.0,-229.0,0
61.0,-302.0,-20.0,-787.0,-604.0,-228.0,0
66.0,-307.0,-27.0,-772.0,-650.0,-227.0,0
77.0,-311.0,-38.0,-774.0,-688.0,-234.0,0
79.0,-312.0,-47.0,-803.0,-717.0,-247.0,0
76.0,-312.0,-58.0,-862.0,-742.0,-264.0,0
76.0,-312.0,-70.0,-946.0,-771.0,-287.0,0
77.0,-317.0,-81.0,-1048.0,-798.0,-301.0,0
65.0,-323.0,-92.0,-1151.0,-815.0,-307.0,0
58.0,-331.0,-98.0,-1235.0,-809.0,-308.0,0
61.0,-348.0,-97.0,-1284.0,-777.0,-302.0,0
54.0,-359.0,-97.0,-1292.0,-713.0,-305.0,0
60.0,-374.0,-91.0,-1262.0,-623.0,-304.0,0
62.0,-382.0,-72.0,-1200.0,-515.0,-298.0,0
70.0,-398.0,-58.0,-1117.0,-405.0,-303.0,0
75.0,-410.0,-41.0,-1018.0,-316.0,-302.0,0
90.0,-422.0,-28.0,-912.0,-250.0,-299.0,0
104.0,-426.0,-18.0,-797.0,-195.0,-299.0,0
112.0,-437.0,-19.0,-691.0,-152.0,-311.0,0
123.0,-436.0,-27.0,-604.0,-126.0,-326.0,0
126.0,-430.0,-36.0,-528.0,-112.0,-321.0,0
134.0,-426.0,-43.0,-439.0,-122.0,-293.0,0
136.0,-425.0,-44.0,-322.0,-149.0,-261.0,0
137.0,-419.0,-51.0,-172.0,-174.0,-220.0,0
134.0,-416.0,-51.0,23.0,-185.0,-170.0,0
121.0,-410.0,-48.0,236.0,-205.0,-128.0,0
101.0,-398.0,-49.0,438.0,-254.0,-99.0,0
78.0,-380.0,-57.0,590.0,-333.0,-79.0,0
55.0,-353.0,-65.0,661.0,-432.0,-57.0,0
23.0,-329.0,-76.0,659.0,-542.0,-25.0,0
-13.0,-304.0,-87.0,616.0,-660.0,31.0,0
-40.0,-274.0,-107.0,570.0,-789.0,110.0,0
-63.0,-238.0,-131.0,537.0,-903.0,201.0,0
-81.0,-196.0,-167.0,514.0,-984.0,292.0,0
-90.0,-156.0,-198.0,490.0,-1040.0,379.0,0
-88.0,-117.0,-231.0,440.0,-1089.0,472.0,0
-75.0,-85.0,-260.0,341.0,-1131.0,558.0,0
-54.0,-56.0,-275.0,170.0,-1155.0,611.0,0
-17.0,-35.0,-275.0,-66.0,-1138.0,624.0,0
21.0,-19.0,-271.0,-347.0,-1091.0,582.0,0
48.0,-3.0,-260.0,-649.0,-1031.0,503.0,0
67.0,-1.0,-254.0,-909.0,-970.0,424.0,0
75.0,-12.0,-248.0,-1078.0,-907.0,368.0,0
71.0,-39.0,-255.0,-1130.0,-815.0,331.0,0
61.0,-80.0,-259.0,-1088.0,-657.0,303.0,0
44.0,-123.0,-241.0,-968.0,-424.0,285.0,0
48.0,-163.0,-198.0,-759.0,-169.0,268.0,0
79.0,-198.0,-163.0,-462.0,67.0,233.0,0
112.0,-225.0,-144.0,-174.0,305.0,148.0,0
140.0,-242.0,-106.0,31.0,596.0,35.0,0
152.0,-260.0,-62.0,182.0,933.0,-83.0,0
141.0,-280.0,-29.0,335.0,1258.0,-195.0,0
121.0,-295.0,-20.0,487.0,1506.0,-283.0,0
91.0,-313.0,-48.0,610.0,1658.0,-320.0,0
59.0,-315.0,-87.0,653.0,1706.0,-315.0,0
24.0,-321.0,-143.0,596.0,1649.0,-292.0,0
-6.0,-323.0,-190.0,473.0,1504.0,-246.0,0
-34.0,-333.0,-213.0,312.0,1272.0,-177.0,0
-61.0,-342.0,-214.0,155.0,978.0,-90.0,0
-61.0,-363.0,-194.0,12.0,672.0,28.0,0
-59.0,-384.0,-170.0,-107.0,395.0,163.0,0
-42.0,-415.0,-135.0,-205.0,178.0,295.0,0
-32.0,-450.0,-118.0,-282.0,40.0,404.0,0
-16.0,-480.0,-95.0,-335.0,-28.0,463.0,0
-14.0,-512.0,-82.0,-353.0,-45.0,468.0,0
-11.0,-544.0,-72.0,-330.0,-49.0,433.0,0
-14.0,-565.0,-63.0,-254.0,-61.0,373.0,0
-20.0,-571.0,-62.0,-110.0,-85.0,309.0,0
-17.0,-562.0,-63.0,74.0,-112.0,264.0,0
-13.0,-545.0,-80.0,263.0,-126.0,237.0,0
-4.0,-518.0,-101.0,407.0,-108.0,213.0,0
8.0,-495.0,-120.0,483.0,-83.0,189.0,0
15.0,-471.0,-135.0,477.0,-76.0,181.0,0
11.0,-450.0,-138.0,416.0,-106.0,189.0,0
12.0,-438.0,-125.0,332.0,-188.0,201.0,0
12.0,-431.0,-118.0,253.0,-326.0,197.0,0
5.0,-412.0,-99.0,194.0,-499.0,187.0,0
7.0,-417.0,-66.0,168.0,-671.0,186.0,0
8.0,-404.0,-71.0,167.0,-804.0,192.0,0
3.0,-396.0,-61.0,181.0,-887.0,190.0,0
-14.0,-380.0,-50.0,210.0,-925.0,182.0,0
-16.0,-361.0,-55.0,253.0,-919.0,173.0,0
-7.0,-337.0,-75.0,303.0,-857.0,146.0,0
13.0,-293.0,-77.0,331.0,-729.0,103.0,0
24.0,-245.0,-81.0,347.0,-567.0,76.0,0
40.0,-202.0,-82.0,322.0,-426.0,61.0,0
56.0,-164.0,-74.0,237.0,-322.0,50.0,0
79.0,-132.0,-62.0,119.0,-218.0,40.0,0
96.0,-99.0,-73.0,-8.0,-97.0,1.0,0
77.0,-69.0,-76.0,-146.0,28.0,-35.0,0
89.0,-32.0,-57.0,-306.0,130.0,-30.0,0
98.0,-6.0,-64.0,-442.0,202.0,-32.0,0
94.0,16.0,-68.0,-573.0,306.0,-67.0,0
84.0,39.0,-76.0,-707.0,463.0,-103.0,0
75.0,60.0,-88.0,-810.0,655.0,-122.0,0
63.0,71.0,-93.0,-855.0,857.0,-123.0,0
52.0,82.0,-115.0,-818.0,1042.0,-114.0,0
40.0,89.0,-112.0,-696.0,1185.0,-74.0,0
38.0,97.0,-124.0,-492.0,1277.0,-23.0,0
15.0,87.0,-111.0,-242.0,1336.0,24.0,0
11.0,85.0,-99.0,21.0,1360.0,62.0,0
-2.0,84.0,-81.0,271.0,1349.0,85.0,0
-11.0,82.0,-59.0,475.0,1299.0,99.0,0
-23.0,85.0,-43.0,607.0,1211.0,113.0,0
-33.0,81.0,-19.0,670.0,1095.0,136.0,0
-34.0,75.0,-7.0,667.0,974.0,160.0,0
-48.0,74.0,4.0,624.0,863.0,170.0,0
-58.0,73.0,-6.0,572.0,772.0,178.0,0
-64.0,72.0,-22.0,518.0,700.0,189.0,0
-77.0,59.0,-51.0,456.0,647.0,208.0,0
-83.0,64.0,-85.0,373.0,615.0,216.0,0
-100.0,59.0,-124.0,243.0,594.0,208.0,0
-114.0,52.0,-164.0,53.0,550.0,211.0,0
-124.0,39.0,-200.0,-171.0,460.0,200.0,0
-122.0,15.0,-236.0,-413.0,318.0,179.0,0
-112.0,-16.0,-246.0,-642.0,152.0,153.0,0
-90.0,-53.0,-244.0,-815.0,0.0,108.0,0
-67.0,-93.0,-223.0,-912.0,-100.0,59.0,0
-48.0,-134.0,-183.0,-917.0,-155.0,24.0,0
-31.0,-175.0,-156.0,-827.0,-226.0,-1.0,0
-16.0,-209.0,-143.0,-692.0,-362.0,-32.0,0
-1.0,-240.0,-143.0,-565.0,-541.0,-77.0,0
15.0,-263.0,-133.0,-467.0,-705.0,-120.0,0
31.0,-295.0,-134.0,-400.0,-814.0,-151.0,0
35.0,-317.0,-145.0,-366.0,-874.0,-167.0,0
47.0,-348.0,-155.0,-365.0,-916.0,-167.0,0
49.0,-378.0,-161.0,-410.0,-954.0,-145.0,0
55.0,-414.0,-163.0,-495.0,-982.0,-108.0,0
64.0,-456.0,-168.0,-607.0,-978.0,-64.0,0
71.0,-499.0,-175.0,-741.0,-927.0,-24.0,0
73.0,-536.0,-174.0,-879.0,-832.0,-3.0,0
80.0,-580.0,-169.0,-995.0,-703.0,14.0,0
85.0,-626.0,-167.0,-1034.0,-539.0,7.0,0
93.0,-665.0,-148.0,-991.0,-348.0,-12.0,0
102.0,-709.0,-147.0,-891.0,-155.0,-72.0,0
109.0,-742.0,-147.0,-789.0,19.0,-159.0,0
113.0,-767.0,-149.0,-716.0,169.0,-215.0,0
115.0,-782.0,-157.0,-655.0,274.0,-211.0,0
128.0,-780.0,-168.0,-572.0,328.0,-128.0,0
143.0,-772.0,-169.0,-432.0,365.0,-15.0,0
147.0,-753.0,-171.0,-247.0,406.0,100.0,0
148.0,-722.0,-163.0,-51.0,450.0,175.0,0
135.0,-683.0,-150.0,118.0,488.0,190.0,0
124.0,-646.0,-156.0,218.0,523.0,218.0,0
119.0,-614.0,-149.0,250.0,596.0,268.0,0
113.0,-578.0,-144.0,249.0,705.0,272.0,0
110.0,-556.0,-128.0,250.0,818.0,247.0,0
106.0,-528.0,-121.0,294.0,901.0,218.0,0
107.0,-505.0,-117.0,402.0,966.0,181.0,0
111.0,-474.0,-127.0,553.0,1007.0,137.0,0
103.0,-435.0,-166.0,709.0,1027.0,83.0,0
89.0,-375.0,-205.0,816.0,1010.0,13.0,0
77.0,-310.0,-234.0,823.0,976.0,-57.0,0
55.0,-244.0,-252.0,722.0,984.0,-118.0,0
31.0,-189.0,-240.0,556.0,1089.0,-166.0,0
1.0,-138.0,-213.0,375.0,1228.0,-198.0,0
-21.0,-99.0,-185.0,206.0,1290.0,-224.0,0
-48.0,-58.0,-144.0,62.0,1248.0,-232.0,0
-79.0,-25.0,-120.0,-51.0,1130.0,-191.0,0
-100.0,-9.0,-118.0,-127.0,946.0,-88.0,0
-119.0,8.0,-127.0,-160.0,701.0,48.0,0
-123.0,27.0,-130.0,-162.0,419.0,169.0,0
-117.0,53.0,-133.0,-118.0,109.0,257.0,0
-106.0,83.0,-129.0,-24.0,-218.0,313.0,0
-92.0,117.0,-136.0,123.0,-514.0,346.0,0
-80.0,141.0,-138.0,326.0,-735.0,356.0,0
-69.0,162.0,-132.0,529.0,-868.0,347.0,0
-56.0,180.0,-121.0,668.0,-922.0,319.0,0
-34.0,193.0,-96.0,729.0,-918.0,261.0,0
-21.0,207.0,-67.0,726.0,-889.0,182.0,0
-16.0,214.0,-41.0,684.0,-850.0,104.0,0
-16.0,211.0,-21.0,604.0,-805.0,35.0,0
-16.0,197.0,-11.0,480.0,-756.0,-40.0,0
-16.0,173.0,-6.0,315.0,-714.0,-131.0,0
-4.0,144.0,-16.0,134.0,-679.0,-223.0,0
38.0,107.0,-39.0,-34.0,-629.0,-298.0,0
73.0,61.0,-60.0,-170.0,-542.0,-347.0,0
103.0,11.0,-93.0,-258.0,-417.0,-373.0,0
120.0,-31.0,-121.0,-301.0,-254.0,-372.0,0
133.0,-75.0,-143.0,-320.0,-76.0,-344.0,0
145.0,-117.0,-160.0,-344.0,103.0,-304.0,0
153.0,-152.0,-173.0,-390.0,285.0,-257.0,0
162.0,-187.0,-169.0,-459.0,482.0,-199.0,0
173.0,-227.0,-160.0,-530.0,676.0,-133.0,0
167.0,-267.0,-140.0,-592.0,827.0,-81.0,0
146.0,-308.0,-122.0,-626.0,888.0,-50.0,0
104.0,-350.0,-113.0,-623.0,862.0,-30.0,0
40.0,-394.0,-119.0,-580.0,788.0,-8.0,0
-17.0,-438.0,-125.0,-538.0,701.0,28.0,0
-76.0,-478.0,-137.0,-520.0,617.0,88.0,0
-111.0,-523.0,-136.0,-534.0,537.0,178.0,0
-137.0,-574.0,-127.0,-571.0,440.0,266.0,0
-157.0,-623.0,-105.0,-611.0,291.0,319.0,0
-157.0,-670.0,-83.0,-649.0,70.0,305.0,0
-156.0,-705.0,-76.0,-697.0,-211.0,221.0,0
-151.0,-736.0,-76.0,-755.0,-505.0,102.0,0
-141.0,-739.0,-87.0,-796.0,-767.0,-9.0,0
-117.0,-720.0,-120.0,-775.0,-974.0,-64.0,0
-89.0,-687.0,-159.0,-668.0,-1109.0,-69.0,0
-67.0,-654.0,-191.0,-490.0,-1165.0,-62.0,0
-47.0,-617.0,-229.0,-287.0,-1174.0,-75.0,0
-28.0,-584.0,-245.0,-110.0,-1164.0,-114.0,0
-13.0,-561.0,-238.0,15.0,-1151.0,-153.0,0
-1.0,-532.0,-208.0,108.0,-1148.0,-176.0,0
1.0,-511.0,-178.0,193.0,-1164.0,-182.0,0
4.0,-486.0,-149.0,281.0,-1201.0,-186.0,0
1.0,-450.0,-127.0,367.0,-1257.0,-196.0,0
3.0,-406.0,-126.0,464.0,-1303.0,-195.0,0
15.0,-358.0,-128.0,560.0,-1323.0,-178.0,0
32.0,-302.0,-142.0,643.0,-1298.0,-141.0,0
51.0,-245.0,-166.0,674.0,-1236.0,-98.0,0
89.0,-190.0,-187.0,635.0,-1150.0,-65.0,0
106.0,-138.0,-197.0,512.0,-1066.0,-67.0,0
116.0,-91.0,-189.0,303.0,-987.0,-81.0,0
130.0,-49.0,-181.0,47.0,-895.0,-89.0,0
130.0,-20.0,-167.0,-218.0,-754.0,-101.0,0
119.0,9.0,-148.0,-458.0,-569.0,-109.0,0
100.0,22.0,-122.0,-616.0,-376.0,-99.0,0
84.0,34.0,-108.0,-632.0,-183.0,-77.0,0
73.0,50.0,-106.0,-522.0,50.0,-49.0,0
70.0,72.0,-86.0,-341.0,331.0,-33.0,0
65.0,96.0,-62.0,-179.0,625.0,-30.0,0
63.0,113.0,-41.0,-76.0,877.0,-39.0,0
45.0,132.0,-13.0,-25.0,1046.0,-52.0,0
32.0,135.0,8.0,-9.0,1123.0,-54.0,0
17.0,134.0,23.0,8.0,1122.0,-43.0,0
1.0,129.0,43.0,58.0,1066.0,-19.0,0
-7.0,121.0,66.0,132.0,982.0,23.0,0
-9.0,107.0,76.0,191.0,872.0,66.0,0
-10.0,99.0,80.0,219.0,733.0,94.0,0
-3.0,85.0,66.0,224.0,582.0,102.0,0
3.0,74.0,33.0,193.0,450.0,95.0,0
