ax,ay,az,gx,gy,gz,label
-1.0,-248.0,-15.0,58.0,11.0,-12.0,1
-7.0,-250.0,-20.0,59.0,10.0,-13.0,1
-5.0,-247.0,-16.0,57.0,12.0,-10.0,1
-8.0,-250.0,-18.0,55.0,12.0,-12.0,1
-5.0,-248.0,-18.0,51.0,14.0,-12.0,1
-4.0,-250.0,-20.0,51.0,13.0,-13.0,1
-5.0,-248.0,-17.0,49.0,14.0,-9.0,1
-4.0,-249.0,-15.0,48.0,15.0,-10.0,1
-4.0,-249.0,-17.0,49.0,15.0,-11.0,1
-7.0,-250.0,-15.0,50.0,15.0,-11.0,1
-2.0,-251.0,-13.0,52.0,15.0,-11.0,1
-7.0,-248.0,-18.0,53.0,14.0,-13.0,1
-2.0,-249.0,-11.0,53.0,13.0,-15.0,1
-3.0,-247.0,-15.0,53.0,10.0,-12.0,1
-6.0,-249.0,-12.0,52.0,10.0,-13.0,1
-6.0,-244.0,-17.0,51.0,10.0,-14.0,1
-6.0,-246.0,-17.0,51.0,10.0,-13.0,1
-4.0,-248.0,-14.0,50.0,10.0,-14.0,1
-5.0,-250.0,-15.0,51.0,10.0,-14.0,1
-7.0,-247.0,-17.0,50.0,10.0,-13.0,1
-1.0,-250.0,-15.0,48.0,10.0,-12.0,1
-5.0,-248.0,-15.0,46.0,11.0,-12.0,1
-3.0,-249.0,-17.0,43.0,11.0,-14.0,1
-7.0,-251.0,-15.0,40.0,11.0,-14.0,1
-2.0,-252.0,-16.0,40.0,11.0,-15.0,1
-3.0,-249.0,-14.0,43.0,10.0,-16.0,1
-9.0,-254.0,-11.0,48.0,9.0,-14.0,1
-3.0,-250.0,-21.0,54.0,10.0,-13.0,1
-4.0,-247.0,-19.0,59.0,10.0,-12.0,1
-4.0,-249.0,-20.0,64.0,10.0,-13.0,1
-4.0,-247.0,-20.0,67.0,11.0,-12.0,1
-6.0,-247.0,-18.0,70.0,11.0,-12.0,1
-4.0,-245.0,-21.0,71.0,12.0,-11.0,1
-8.0,-245.0,-19.0,70.0,11.0,-12.0,1
-2.0,-248.0,-16.0,70.0,12.0,-11.0,1
-4.0,-249.0,-17.0,68.0,11.0,-11.0,1
-3.0,-248.0,-11.0,65.0,11.0,-9.0,1
-4.0,-249.0,-13.0,63.0,9.0,-10.0,1
-5.0,-246.0,-12.0,61.0,10.0,-9.0,1
-7.0,-248.0,-13.0,58.0,10.0,-9.0,1
-4.0,-246.0,-17.0,57.0,11.0,-10.0,1
-7.0,-246.0,-15.0,56.0,12.0,-9.0,1
-1.0,-247.0,-14.0,56.0,13.0,-9.0,1
-2.0,-253.0,-16.0,58.0,14.0,-10.0,1
-5.0,-248.0,-16.0,60.0,14.0,-10.0,1
-6.0,-251.0,-18.0,61.0,15.0,-9.0,1
-5.0,-252.0,-16.0,61.0,15.0,-9.0,1
-1.0,-248.0,-20.0,62.0,16.0,-12.0,1
-4.0,-248.0,-19.0,61.0,15.0,-14.0,1
-2.0,-248.0,-20.0,61.0,14.0,-12.0,1
-6.0,-246.0,-18.0,60.0,12.0,-13.0,1
-3.0,-247.0,-17.0,59.0,12.0,-13.0,1
-5.0,-246.0,-17.0,59.0,12.0,-12.0,1
-3.0,-247.0,-14.0,57.0,11.0,-12.0,1
-3.0,-248.0,-17.0,57.0,10.0,-10.0,1
-8.0,-243.0,-17.0,57.0,10.0,-11.0,1
-5.0,-248.0,-15.0,57.0,10.0,-10.0,1
-7.0,-249.0,-19.0,56.0,10.0,-8.0,1
-4.0,-242.0,-15.0,55.0,9.0,-9.0,1
-3.0,-248.0,-16.0,55.0,9.0,-10.0,1
-5.0,-247.0,-17.0,54.0,9.0,-8.0,1
-4.0,-247.0,-16.0,53.0,10.0,-10.0,1
-4.0,-248.0,-15.0,52.0,10.0,-13.0,1
-2.0,-249.0,-18.0,53.0,11.0,-12.0,1
-4.0,-252.0,-23.0,53.0,10.0,-13.0,1
-6.0,-247.0,-18.0,54.0,11.0,-13.0,1
-8.0,-246.0,-17.0,54.0,9.0,-16.0,1
-2.0,-251.0,-15.0,55.0,11.0,-17.0,1
-7.0,-251.0,-20.0,56.0,10.0,-16.0,1
-5.0,-248.0,-22.0,56.0,11.0,-16.0,1
-5.0,-248.0,-15.0,57.0,10.0,-15.0,1
-7.0,-247.0,-17.0,58.0,11.0,-14.0,1
-4.0,-248.0,-13.0,58.0,10.0,-12.0,1
-2.0,-248.0,-14.0,58.0,10.0,-10.0,1
-5.0,-246.0,-12.0,58.0,11.0,-10.0,1
-3.0,-248.0,-16.0,57.0,11.0,-9.0,1
-3.0,-250.0,-15.0,56.0,11.0,-9.0,1
-9.0,-245.0,-16.0,54.0,12.0,-8.0,1
-1.0,-247.0,-14.0,53.0,10.0,-9.0,1
-6.0,-250.0,-15.0,52.0,10.0,-10.0,1
-9.0,-246.0,-15.0,53.0,11.0,-11.0,1
-5.0,-248.0,-16.0,53.0,11.0,-11.0,1
-6.0,-246.0,-15.0,52.0,10.0,-12.0,1
-5.0,-242.0,-13.0,51.0,10.0,-12.0,1
-4.0,-245.0,-17.0,53.0,9.0,-13.0,1
-4.0,-249.0,-14.0,53.0,9.0,-12.0,1
-7.0,-247.0,-15.0,53.0,10.0,-13.0,1
-4.0,-246.0,-16.0,53.0,10.0,-13.0,1
-5.0,-247.0,-17.0,52.0,10.0,-13.0,1
-4.0,-248.0,-17.0,53.0,9.0,-14.0,1
-3.0,-245.0,-19.0,52.0,10.0,-12.0,1
-4.0,-247.0,-14.0,52.0,11.0,-13.0,1
-3.0,-249.0,-17.0,52.0,11.0,-12.0,1
-4.0,-249.0,-17.0,52.0,11.0,-11.0,1
-3.0,-249.0,-16.0,52.0,10.0,-11.0,1
-5.0,-248.0,-16.0,52.0,9.0,-10.0,1
-4.0,-248.0,-19.0,52.0,10.0,-9.0,1
-1.0,-250.0,-14.0,52.0,10.0,-8.0,1
-2.0,-249.0,-17.0,53.0,11.0,-10.0,1
-3.0,-250.0,-14.0,54.0,11.0,-9.0,1
-8.0,-248.0,-13.0,54.0,12.0,-10.0,1
-2.0,-250.0,-14.0,55.0,13.0,-10.0,1
-2.0,-249.0,-13.0,55.0,12.0,-10.0,1
-2.0,-248.0,-14.0,54.0,13.0,-10.0,1
-5.0,-248.0,-17.0,55.0,13.0,-11.0,1
-5.0,-249.0,-16.0,55.0,12.0,-11.0,1
-3.0,-248.0,-14.0,56.0,12.0,-14.0,1
-3.0,-249.0,-15.0,56.0,13.0,-12.0,1
-5.0,-250.0,-15.0,55.0,12.0,-12.0,1
-5.0,-249.0,-16.0,55.0,12.0,-11.0,1
-3.0,-245.0,-17.0,54.0,11.0,-11.0,1
-2.0,-248.0,-19.0,54.0,11.0,-10.0,1
-4.0,-250.0,-15.0,53.0,10.0,-11.0,1
-4.0,-247.0,-13.0,50.0,10.0,-13.0,1
-3.0,-246.0,-20.0,50.0,11.0,-13.0,1
-7.0,-248.0,-15.0,49.0,12.0,-10.0,1
-8.0,-248.0,-15.0,50.0,12.0,-11.0,1
-5.0,-247.0,-17.0,50.0,11.0,-13.0,1
-5.0,-249.0,-17.0,52.0,11.0,-12.0,1
-7.0,-249.0,-17.0,53.0,11.0,-12.0,1
-3.0,-248.0,-15.0,55.0,10.0,-13.0,1
-5.0,-250.0,-12.0,55.0,12.0,-11.0,1
-5.0,-252.0,-14.0,54.0,12.0,-12.0,1
-6.0,-247.0,-17.0,55.0,11.0,-11.0,1
-5.0,-249.0,-17.0,54.0,11.0,-11.0,1
-6.0,-246.0,-18.0,52.0,10.0,-11.0,1
-3.0,-246.0,-18.0,52.0,11.0,-12.0,1
-1.0,-249.0,-13.0,51.0,13.0,-11.0,1
-5.0,-248.0,-15.0,50.0,12.0,-11.0,1
-3.0,-248.0,-15.0,50.0,11.0,-12.0,1
-4.0,-246.0,-13.0,50.0,11.0,-12.0,1
1.0,-251.0,-17.0,50.0,10.0,-10.0,1
-8.0,-250.0,-14.0,49.0,9.0,-9.0,1
-7.0,-246.0,-14.0,50.0,8.0,-10.0,1
-7.0,-246.0,-14.0,48.0,9.0,-11.0,1
-5.0,-249.0,-18.0,49.0,9.0,-11.0,1
-1.0,-250.0,-19.0,49.0,10.0,-11.0,1
-8.0,-249.0,-13.0,50.0,8.0,-12.0,1
-7.0,-249.0,-19.0,49.0,10.0,-11.0,1
-4.0,-249.0,-17.0,49.0,10.0,-11.0,1
-3.0,-250.0,-14.0,48.0,10.0,-10.0,1
-4.0,-245.0,-15.0,48.0,11.0,-9.0,1
-3.0,-246.0,-18.0,49.0,10.0,-12.0,1
-9.0,-247.0,-18.0,48.0,11.0,-12.0,1
-2.0,-244.0,-13.0,47.0,10.0,-11.0,1
-7.0,-247.0,-19.0,47.0,11.0,-10.0,1
-3.0,-246.0,-17.0,47.0,11.0,-11.0,1
-7.0,-244.0,-16.0,47.0,10.0,-11.0,1
-5.0,-248.0,-15.0,46.0,11.0,-13.0,1
-5.0,-248.0,-14.0,46.0,10.0,-12.0,1
-7.0,-249.0,-18.0,47.0,11.0,-11.0,1
-6.0,-247.0,-14.0,46.0,11.0,-11.0,1
-4.0,-251.0,-15.0,48.0,11.0,-11.0,1
-5.0,-248.0,-13.0,48.0,11.0,-10.0,1
-4.0,-245.0,-19.0,49.0,11.0,-10.0,1
-3.0,-245.0,-16.0,51.0,12.0,-10.0,1
-3.0,-249.0,-14.0,52.0,11.0,-10.0,1
-5.0,-243.0,-15.0,53.0,11.0,-11.0,1
-7.0,-246.0,-16.0,53.0,12.0,-10.0,1
-3.0,-247.0,-19.0,51.0,11.0,-9.0,1
-1.0,-249.0,-17.0,49.0,11.0,-10.0,1
-7.0,-247.0,-13.0,49.0,9.0,-10.0,1
-2.0,-249.0,-14.0,49.0,9.0,-12.0,1
-9.0,-248.0,-9.0,48.0,9.0,-11.0,1
-3.0,-249.0,-21.0,48.0,8.0,-11.0,1
-9.0,-248.0,-22.0,50.0,10.0,-10.0,1
-4.0,-249.0,-13.0,51.0,8.0,-10.0,1
-7.0,-248.0,-16.0,52.0,8.0,-9.0,1
-3.0,-247.0,-13.0,53.0,8.0,-9.0,1
-5.0,-246.0,-16.0,52.0,9.0,-9.0,1
-2.0,-247.0,-17.0,54.0,9.0,-10.0,1
-3.0,-248.0,-19.0,55.0,8.0,-12.0,1
-3.0,-248.0,-18.0,56.0,8.0,-11.0,1
