ax,ay,az,gx,gy,gz,label
22.0,-238.0,-98.0,-67.0,50.0,-6.0,0
25.0,-237.0,-87.0,-63.0,52.0,-4.0,0
23.0,-236.0,-99.0,-58.0,53.0,-5.0,0
22.0,-236.0,-94.0,-56.0,54.0,-3.0,0
27.0,-240.0,-94.0,-54.0,54.0,-4.0,0
17.0,-243.0,-107.0,-52.0,55.0,-5.0,0
23.0,-239.0,-89.0,-51.0,58.0,-4.0,0
22.0,-237.0,-92.0,-52.0,58.0,-4.0,0
22.0,-237.0,-94.0,-51.0,59.0,-7.0,0
25.0,-241.0,-93.0,-53.0,59.0,-6.0,0
23.0,-237.0,-92.0,-56.0,60.0,-9.0,0
24.0,-238.0,-94.0,-59.0,59.0,-8.0,0
24.0,-238.0,-89.0,-63.0,60.0,-10.0,0
23.0,-238.0,-92.0,-68.0,61.0,-11.0,0
25.0,-237.0,-92.0,-72.0,61.0,-13.0,0
26.0,-240.0,-93.0,-76.0,63.0,-11.0,0
26.0,-237.0,-94.0,-77.0,64.0,-12.0,0
23.0,-237.0,-93.0,-79.0,64.0,-13.0,0
23.0,-238.0,-97.0,-80.0,64.0,-11.0,0
25.0,-237.0,-96.0,-80.0,63.0,-10.0,0
21.0,-239.0,-96.0,-84.0,61.0,-10.0,0
23.0,-239.0,-96.0,-86.0,59.0,-8.0,0
21.0,-238.0,-97.0,-88.0,54.0,-9.0,0
19.0,-248.0,-96.0,-90.0,51.0,-6.0,0
21.0,-236.0,-92.0,-87.0,48.0,-4.0,0
20.0,-249.0,-103.0,-82.0,47.0,-2.0,0
24.0,-234.0,-108.0,-74.0,47.0,0.0,0
18.0,-242.0,-91.0,-65.0,46.0,0.0,0
22.0,-249.0,-104.0,-55.0,47.0,0.0,0
16.0,-254.0,-92.0,-45.0,46.0,0.0,0
22.0,-239.0,-99.0,-34.0,48.0,-1.0,0
25.0,-239.0,-97.0,-28.0,49.0,-1.0,0
21.0,-241.0,-96.0,-23.0,48.0,-3.0,0
25.0,-229.0,-105.0,-22.0,47.0,-2.0,0
27.0,-236.0,-92.0,-27.0,47.0,-2.0,0
19.0,-236.0,-99.0,-29.0,47.0,-2.0,0
24.0,-239.0,-83.0,-33.0,45.0,-2.0,0
22.0,-236.0,-106.0,-38.0,44.0,-2.0,0
23.0,-231.0,-95.0,-42.0,44.0,-3.0,0
11.0,-240.0,-78.0,-46.0,45.0,-4.0,0
25.0,-235.0,-93.0,-48.0,43.0,-3.0,0
28.0,-234.0,-95.0,-50.0,44.0,-4.0,0
25.0,-238.0,-93.0,-53.0,43.0,-5.0,0
24.0,-236.0,-98.0,-56.0,41.0,-4.0,0
24.0,-233.0,-90.0,-59.0,39.0,-6.0,0
23.0,-235.0,-92.0,-61.0,38.0,-6.0,0
24.0,-236.0,-96.0,-64.0,35.0,-6.0,0
22.0,-237.0,-100.0,-66.0,33.0,-6.0,0
22.0,-238.0,-94.0,-70.0,33.0,-7.0,0
23.0,-235.0,-93.0,-71.0,31.0,-7.0,0
21.0,-235.0,-97.0,-72.0,33.0,-7.0,0
24.0,-235.0,-95.0,-72.0,32.0,-8.0,0
22.0,-237.0,-99.0,-71.0,33.0,-7.0,0
22.0,-236.0,-94.0,-68.0,34.0,-9.0,0
25.0,-235.0,-98.0,-65.0,36.0,-7.0,0
23.0,-236.0,-95.0,-64.0,36.0,-9.0,0
22.0,-237.0,-95.0,-63.0,37.0,-10.0,0
26.0,-236.0,-95.0,-59.0,36.0,-10.0,0
25.0,-236.0,-98.0,-56.0,35.0,-11.0,0
24.0,-235.0,-98.0,-55.0,35.0,-14.0,0
24.0,-237.0,-100.0,-56.0,35.0,-13.0,0
25.0,-238.0,-98.0,-55.0,34.0,-16.0,0
25.0,-236.0,-98.0,-55.0,34.0,-15.0,0
25.0,-236.0,-98.0,-56.0,33.0,-16.0,0
23.0,-236.0,-98.0,-58.0,34.0,-14.0,0
23.0,-238.0,-98.0,-57.0,34.0,-16.0,0
25.0,-236.0,-100.0,-56.0,34.0,-14.0,0
28.0,-236.0,-99.0,-56.0,33.0,-14.0,0
24.0,-235.0,-99.0,-55.0,32.0,-12.0,0
23.0,-238.0,-100.0,-52.0,32.0,-13.0,0
26.0,-236.0,-97.0,-49.0,31.0,-12.0,0
26.0,-237.0,-100.0,-49.0,32.0,-13.0,0
27.0,-238.0,-97.0,-43.0,32.0,-11.0,0
25.0,-238.0,-97.0,-40.0,32.0,-11.0,0
24.0,-240.0,-98.0,-38.0,33.0,-11.0,0
24.0,-239.0,-104.0,-37.0,34.0,-13.0,0
27.0,-237.0,-96.0,-35.0,33.0,-11.0,0
24.0,-237.0,-99.0,-34.0,35.0,-12.0,0
28.0,-239.0,-96.0,-34.0,36.0,-10.0,0
28.0,-239.0,-97.0,-35.0,37.0,-10.0,0
27.0,-238.0,-100.0,-33.0,37.0,-9.0,0
23.0,-239.0,-100.0,-33.0,38.0,-10.0,0
25.0,-242.0,-97.0,-32.0,36.0,-7.0,0
25.0,-236.0,-99.0,-31.0,39.0,-8.0,0
