ax,ay,az,gx,gy,gz,label
21.0,-248.0,-7.0,30.0,9.0,-11.0,1
24.0,-249.0,-8.0,30.0,12.0,-11.0,1
23.0,-248.0,-6.0,31.0,14.0,-10.0,1
25.0,-252.0,-4.0,33.0,15.0,-11.0,1
19.0,-243.0,-9.0,33.0,14.0,-10.0,1
25.0,-250.0,-10.0,32.0,14.0,-11.0,1
20.0,-244.0,-9.0,31.0,13.0,-11.0,1
21.0,-247.0,-9.0,29.0,13.0,-14.0,1
21.0,-246.0,-8.0,27.0,10.0,-14.0,1
18.0,-250.0,-9.0,25.0,7.0,-14.0,1
23.0,-244.0,-8.0,23.0,5.0,-14.0,1
22.0,-247.0,-10.0,20.0,4.0,-13.0,1
21.0,-244.0,-14.0,17.0,2.0,-13.0,1
24.0,-245.0,-7.0,17.0,1.0,-12.0,1
19.0,-246.0,-7.0,14.0,0.0,-11.0,1
24.0,-247.0,-14.0,12.0,-1.0,-10.0,1
22.0,-247.0,-10.0,10.0,-2.0,-11.0,1
24.0,-249.0,-14.0,10.0,-3.0,-10.0,1
23.0,-247.0,-9.0,10.0,-3.0,-11.0,1
22.0,-245.0,-11.0,10.0,-2.0,-9.0,1
22.0,-245.0,-10.0,12.0,-2.0,-10.0,1
23.0,-248.0,-15.0,14.0,-2.0,-12.0,1
19.0,-247.0,-12.0,15.0,0.0,-12.0,1
19.0,-250.0,-10.0,16.0,0.0,-11.0,1
21.0,-247.0,-8.0,15.0,1.0,-13.0,1
23.0,-248.0,-9.0,17.0,1.0,-12.0,1
20.0,-255.0,-15.0,16.0,2.0,-9.0,1
21.0,-247.0,-13.0,16.0,3.0,-12.0,1
22.0,-248.0,-11.0,16.0,2.0,-12.0,1
20.0,-246.0,-7.0,18.0,3.0,-11.0,1
20.0,-251.0,-10.0,19.0,5.0,-12.0,1
18.0,-245.0,-9.0,20.0,6.0,-12.0,1
21.0,-248.0,-9.0,20.0,7.0,-11.0,1
23.0,-250.0,-10.0,21.0,8.0,-11.0,1
19.0,-250.0,-11.0,23.0,9.0,-10.0,1
20.0,-250.0,-17.0,24.0,9.0,-10.0,1
18.0,-247.0,-12.0,26.0,9.0,-11.0,1
24.0,-248.0,-4.0,29.0,9.0,-12.0,1
18.0,-247.0,-14.0,31.0,8.0,-12.0,1
21.0,-246.0,-9.0,30.0,7.0,-12.0,1
21.0,-248.0,-12.0,32.0,7.0,-13.0,1
23.0,-248.0,-11.0,33.0,6.0,-11.0,1
22.0,-249.0,-10.0,34.0,6.0,-11.0,1
26.0,-249.0,-8.0,36.0,5.0,-11.0,1
23.0,-245.0,-10.0,38.0,3.0,-10.0,1
22.0,-247.0,-13.0,36.0,3.0,-11.0,1
23.0,-245.0,-10.0,35.0,4.0,-10.0,1
17.0,-247.0,-13.0,34.0,2.0,-12.0,1
18.0,-247.0,-14.0,33.0,2.0,-11.0,1
18.0,-245.0,-6.0,32.0,2.0,-11.0,1
22.0,-247.0,-10.0,31.0,3.0,-12.0,1
22.0,-248.0,-9.0,28.0,4.0,-11.0,1
21.0,-246.0,-11.0,28.0,5.0,-12.0,1
22.0,-249.0,-12.0,27.0,7.0,-12.0,1
21.0,-246.0,-14.0,27.0,7.0,-11.0,1
21.0,-248.0,-10.0,27.0,7.0,-11.0,1
23.0,-249.0,-10.0,28.0,8.0,-9.0,1
22.0,-250.0,-12.0,29.0,9.0,-8.0,1
15.0,-244.0,-14.0,30.0,9.0,-8.0,1
23.0,-249.0,-13.0,31.0,8.0,-9.0,1
21.0,-248.0,-14.0,31.0,8.0,-10.0,1
20.0,-246.0,-9.0,32.0,8.0,-11.0,1
23.0,-249.0,-11.0,32.0,7.0,-11.0,1
23.0,-246.0,-10.0,31.0,7.0,-10.0,1
23.0,-247.0,-12.0,29.0,8.0,-10.0,1
20.0,-247.0,-10.0,26.0,6.0,-11.0,1
23.0,-244.0,-9.0,24.0,5.0,-11.0,1
15.0,-242.0,-12.0,21.0,6.0,-9.0,1
21.0,-247.0,-11.0,18.0,5.0,-11.0,1
19.0,-244.0,-14.0,15.0,4.0,-13.0,1
22.0,-249.0,-8.0,12.0,4.0,-14.0,1
24.0,-248.0,-9.0,9.0,4.0,-15.0,1
19.0,-244.0,-11.0,7.0,4.0,-15.0,1
21.0,-248.0,-12.0,8.0,5.0,-15.0,1
19.0,-249.0,-11.0,9.0,4.0,-17.0,1
21.0,-245.0,-11.0,10.0,4.0,-15.0,1
19.0,-245.0,-12.0,13.0,4.0,-15.0,1
25.0,-250.0,-11.0,14.0,5.0,-16.0,1
22.0,-247.0,-11.0,17.0,5.0,-17.0,1
23.0,-248.0,-11.0,18.0,5.0,-17.0,1
21.0,-246.0,-11.0,17.0,6.0,-16.0,1
24.0,-247.0,-17.0,17.0,6.0,-16.0,1
22.0,-247.0,-13.0,16.0,5.0,-15.0,1
24.0,-246.0,-12.0,16.0,4.0,-14.0,1
20.0,-248.0,-10.0,14.0,4.0,-14.0,1
21.0,-245.0,-13.0,10.0,4.0,-12.0,1
18.0,-249.0,-11.0,8.0,2.0,-13.0,1
22.0,-242.0,-12.0,3.0,1.0,-12.0,1
23.0,-247.0,-12.0,1.0,0.0,-12.0,1
21.0,-244.0,-13.0,-1.0,-1.0,-14.0,1
21.0,-246.0,-11.0,-2.0,0.0,-14.0,1
22.0,-245.0,-14.0,-3.0,-1.0,-14.0,1
19.0,-246.0,-12.0,-3.0,0.0,-13.0,1
23.0,-246.0,-13.0,-3.0,2.0,-15.0,1
20.0,-248.0,-13.0,-2.0,3.0,-14.0,1
21.0,-245.0,-16.0,0.0,4.0,-16.0,1
19.0,-246.0,-11.0,2.0,6.0,-18.0,1
20.0,-247.0,-10.0,5.0,8.0,-18.0,1
23.0,-249.0,-14.0,7.0,9.0,-18.0,1
21.0,-248.0,-13.0,10.0,10.0,-20.0,1
20.0,-252.0,-13.0,8.0,12.0,-19.0,1
23.0,-250.0,-14.0,8.0,11.0,-19.0,1
19.0,-247.0,-10.0,8.0,11.0,-19.0,1
24.0,-250.0,-17.0,6.0,11.0,-21.0,1
22.0,-248.0,-19.0,3.0,9.0,-20.0,1
21.0,-247.0,-10.0,3.0,7.0,-19.0,1
22.0,-249.0,-16.0,3.0,7.0,-17.0,1
21.0,-248.0,-17.0,4.0,7.0,-18.0,1
23.0,-247.0,-15.0,3.0,6.0,-18.0,1
19.0,-246.0,-18.0,1.0,5.0,-18.0,1
21.0,-247.0,-15.0,0.0,5.0,-18.0,1
20.0,-251.0,-13.0,-2.0,6.0,-20.0,1
23.0,-249.0,-12.0,-1.0,5.0,-20.0,1
22.0,-245.0,-17.0,1.0,4.0,-19.0,1
22.0,-247.0,-14.0,3.0,4.0,-18.0,1
23.0,-245.0,-13.0,6.0,5.0,-17.0,1
20.0,-246.0,-21.0,8.0,4.0,-16.0,1
23.0,-248.0,-17.0,13.0,5.0,-15.0,1
20.0,-249.0,-21.0,16.0,5.0,-15.0,1
23.0,-249.0,-19.0,18.0,7.0,-15.0,1
23.0,-251.0,-16.0,18.0,6.0,-15.0,1
26.0,-249.0,-16.0,20.0,7.0,-15.0,1
22.0,-244.0,-12.0,20.0,4.0,-15.0,1
23.0,-248.0,-15.0,21.0,5.0,-14.0,1
23.0,-247.0,-17.0,24.0,5.0,-14.0,1
24.0,-247.0,-19.0,29.0,4.0,-15.0,1
23.0,-246.0,-19.0,31.0,5.0,-14.0,1
23.0,-244.0,-18.0,34.0,6.0,-14.0,1
21.0,-246.0,-16.0,37.0,7.0,-12.0,1
24.0,-245.0,-17.0,38.0,7.0,-11.0,1
20.0,-244.0,-18.0,40.0,8.0,-10.0,1
22.0,-244.0,-15.0,43.0,8.0,-9.0,1
22.0,-246.0,-16.0,44.0,10.0,-9.0,1
22.0,-247.0,-15.0,45.0,11.0,-9.0,1
22.0,-246.0,-16.0,46.0,13.0,-10.0,1
22.0,-246.0,-13.0,49.0,12.0,-8.0,1
20.0,-245.0,-14.0,52.0,12.0,-9.0,1
21.0,-248.0,-18.0,56.0,13.0,-9.0,1
22.0,-247.0,-16.0,61.0,15.0,-9.0,1
22.0,-247.0,-18.0,68.0,14.0,-10.0,1
21.0,-249.0,-16.0,74.0,16.0,-10.0,1
24.0,-247.0,-14.0,79.0,17.0,-8.0,1
21.0,-252.0,-15.0,83.0,18.0,-7.0,1
22.0,-252.0,-14.0,84.0,18.0,-7.0,1
23.0,-248.0,-11.0,84.0,17.0,-8.0,1
23.0,-246.0,-16.0,83.0,18.0,-8.0,1
23.0,-249.0,-15.0,81.0,17.0,-9.0,1
21.0,-246.0,-17.0,80.0,17.0,-10.0,1
20.0,-243.0,-14.0,77.0,15.0,-10.0,1
24.0,-246.0,-14.0,74.0,15.0,-7.0,1
18.0,-244.0,-13.0,70.0,14.0,-6.0,1
19.0,-247.0,-16.0,65.0,14.0,-8.0,1
20.0,-243.0,-18.0,63.0,13.0,-7.0,1
18.0,-241.0,-16.0,60.0,11.0,-7.0,1
25.0,-246.0,-13.0,58.0,11.0,-7.0,1
23.0,-245.0,-15.0,57.0,11.0,-9.0,1
22.0,-249.0,-13.0,55.0,10.0,-9.0,1
20.0,-244.0,-14.0,53.0,12.0,-11.0,1
20.0,-247.0,-14.0,54.0,11.0,-12.0,1
23.0,-248.0,-11.0,53.0,12.0,-11.0,1
22.0,-248.0,-15.0,53.0,11.0,-12.0,1
18.0,-246.0,-17.0,54.0,12.0,-12.0,1
21.0,-248.0,-15.0,54.0,11.0,-10.0,1
22.0,-248.0,-14.0,56.0,11.0,-10.0,1
21.0,-247.0,-14.0,58.0,11.0,-10.0,1
14.0,-246.0,-22.0,58.0,11.0,-11.0,1
21.0,-249.0,-18.0,59.0,12.0,-10.0,1
22.0,-249.0,-16.0,59.0,12.0,-8.0,1
22.0,-248.0,-16.0,57.0,12.0,-9.0,1
23.0,-246.0,-16.0,56.0,12.0,-7.0,1
23.0,-251.0,-17.0,55.0,13.0,-8.0,1
20.0,-249.0,-14.0,54.0,15.0,-7.0,1
23.0,-251.0,-12.0,53.0,16.0,-8.0,1
24.0,-249.0,-12.0,52.0,17.0,-8.0,1
23.0,-247.0,-14.0,51.0,18.0,-7.0,1
21.0,-249.0,-16.0,50.0,17.0,-7.0,1
21.0,-250.0,-13.0,48.0,17.0,-9.0,1
22.0,-248.0,-14.0,49.0,17.0,-9.0,1
22.0,-249.0,-17.0,50.0,16.0,-11.0,1
24.0,-247.0,-15.0,50.0,17.0,-12.0,1
22.0,-248.0,-11.0,51.0,15.0,-12.0,1
23.0,-246.0,-15.0,52.0,14.0,-11.0,1
22.0,-247.0,-14.0,52.0,13.0,-12.0,1
23.0,-247.0,-17.0,52.0,11.0,-10.0,1
24.0,-246.0,-14.0,53.0,10.0,-10.0,1
28.0,-247.0,-16.0,53.0,7.0,-11.0,1
20.0,-247.0,-15.0,53.0,7.0,-10.0,1
21.0,-249.0,-17.0,53.0,7.0,-9.0,1
21.0,-247.0,-17.0,54.0,6.0,-10.0,1
24.0,-247.0,-14.0,55.0,6.0,-10.0,1
23.0,-249.0,-16.0,53.0,5.0,-9.0,1
20.0,-246.0,-18.0,51.0,6.0,-10.0,1
22.0,-249.0,-13.0,51.0,9.0,-8.0,1
21.0,-248.0,-14.0,52.0,7.0,-9.0,1
21.0,-246.0,-12.0,51.0,9.0,-9.0,1
21.0,-251.0,-12.0,52.0,9.0,-9.0,1
22.0,-246.0,-15.0,53.0,10.0,-7.0,1
22.0,-249.0,-11.0,52.0,11.0,-9.0,1
20.0,-248.0,-14.0,53.0,11.0,-10.0,1
20.0,-249.0,-11.0,54.0,12.0,-9.0,1
21.0,-248.0,-16.0,56.0,11.0,-8.0,1
23.0,-248.0,-17.0,59.0,12.0,-8.0,1
25.0,-251.0,-14.0,60.0,12.0,-8.0,1
20.0,-248.0,-17.0,63.0,13.0,-8.0,1
22.0,-247.0,-18.0,66.0,12.0,-8.0,1
24.0,-247.0,-15.0,69.0,12.0,-9.0,1
24.0,-241.0,-19.0,69.0,14.0,-8.0,1
24.0,-246.0,-17.0,68.0,13.0,-11.0,1
23.0,-247.0,-15.0,66.0,12.0,-10.0,1
22.0,-247.0,-14.0,64.0,12.0,-10.0,1
22.0,-249.0,-15.0,63.0,12.0,-11.0,1
24.0,-251.0,-14.0,61.0,12.0,-9.0,1
21.0,-248.0,-17.0,60.0,10.0,-9.0,1
24.0,-250.0,-16.0,57.0,11.0,-9.0,1
26.0,-251.0,-18.0,56.0,11.0,-10.0,1
17.0,-243.0,-16.0,55.0,11.0,-13.0,1
22.0,-251.0,-12.0,54.0,10.0,-10.0,1
19.0,-244.0,-16.0,53.0,9.0,-12.0,1
18.0,-250.0,-16.0,53.0,10.0,-10.0,1
19.0,-248.0,-14.0,53.0,9.0,-10.0,1
20.0,-247.0,-15.0,54.0,10.0,-9.0,1
21.0,-247.0,-12.0,53.0,11.0,-10.0,1
21.0,-244.0,-14.0,52.0,11.0,-10.0,1
22.0,-248.0,-14.0,53.0,11.0,-11.0,1
24.0,-246.0,-14.0,51.0,10.0,-10.0,1
22.0,-248.0,-9.0,50.0,10.0,-11.0,1
19.0,-248.0,-17.0,50.0,9.0,-9.0,1
22.0,-244.0,-13.0,50.0,9.0,-9.0,1
22.0,-247.0,-15.0,50.0,8.0,-9.0,1
16.0,-245.0,-10.0,51.0,7.0,-8.0,1
23.0,-246.0,-17.0,50.0,7.0,-9.0,1
23.0,-248.0,-14.0,50.0,8.0,-10.0,1
20.0,-244.0,-14.0,49.0,9.0,-9.0,1
20.0,-245.0,-17.0,49.0,8.0,-9.0,1
22.0,-246.0,-16.0,50.0,8.0,-10.0,1
21.0,-247.0,-17.0,51.0,7.0,-12.0,1
22.0,-250.0,-17.0,51.0,9.0,-10.0,1
21.0,-247.0,-13.0,51.0,9.0,-10.0,1
19.0,-246.0,-15.0,51.0,11.0,-12.0,1
11.0,-249.0,-20.0,51.0,11.0,-10.0,1
22.0,-249.0,-17.0,51.0,12.0,-12.0,1
19.0,-249.0,-15.0,51.0,13.0,-10.0,1
21.0,-245.0,-16.0,51.0,15.0,-11.0,1
22.0,-250.0,-16.0,52.0,15.0,-10.0,1
21.0,-247.0,-15.0,54.0,15.0,-10.0,1
23.0,-250.0,-14.0,55.0,16.0,-10.0,1
25.0,-248.0,-17.0,57.0,15.0,-8.0,1
20.0,-247.0,-14.0,60.0,13.0,-11.0,1
22.0,-250.0,-11.0,61.0,14.0,-11.0,1
18.0,-248.0,-14.0,62.0,13.0,-11.0,1
22.0,-242.0,-9.0,63.0,13.0,-11.0,1
21.0,-243.0,-14.0,62.0,10.0,-12.0,1
21.0,-248.0,-18.0,58.0,10.0,-12.0,1
22.0,-246.0,-12.0,54.0,7.0,-12.0,1
23.0,-246.0,-14.0,52.0,8.0,-12.0,1
21.0,-247.0,-15.0,47.0,7.0,-14.0,1
19.0,-247.0,-13.0,46.0,8.0,-13.0,1
18.0,-245.0,-17.0,45.0,8.0,-14.0,1
17.0,-247.0,-14.0,43.0,9.0,-14.0,1
20.0,-248.0,-11.0,41.0,10.0,-11.0,1
19.0,-247.0,-15.0,42.0,11.0,-14.0,1
20.0,-250.0,-14.0,44.0,12.0,-13.0,1
22.0,-250.0,-16.0,47.0,11.0,-13.0,1
21.0,-249.0,-16.0,51.0,10.0,-13.0,1
24.0,-247.0,-15.0,56.0,11.0,-13.0,1
21.0,-247.0,-13.0,59.0,11.0,-12.0,1
23.0,-249.0,-18.0,62.0,10.0,-10.0,1
18.0,-243.0,-14.0,63.0,9.0,-11.0,1
19.0,-249.0,-17.0,63.0,9.0,-9.0,1
21.0,-248.0,-14.0,60.0,9.0,-9.0,1
26.0,-250.0,-15.0,55.0,8.0,-12.0,1
20.0,-248.0,-14.0,51.0,7.0,-12.0,1
22.0,-244.0,-12.0,49.0,7.0,-14.0,1
22.0,-247.0,-16.0,45.0,7.0,-15.0,1
21.0,-245.0,-11.0,43.0,7.0,-16.0,1
21.0,-247.0,-15.0,43.0,8.0,-15.0,1
21.0,-244.0,-11.0,44.0,9.0,-15.0,1
21.0,-245.0,-11.0,45.0,10.0,-16.0,1
22.0,-249.0,-9.0,48.0,12.0,-17.0,1
18.0,-244.0,-12.0,49.0,13.0,-18.0,1
20.0,-246.0,-14.0,51.0,12.0,-19.0,1
21.0,-243.0,-12.0,54.0,15.0,-18.0,1
18.0,-247.0,-8.0,57.0,15.0,-20.0,1
21.0,-247.0,-12.0,59.0,15.0,-20.0,1
21.0,-250.0,-12.0,61.0,17.0,-22.0,1
21.0,-249.0,-14.0,62.0,18.0,-21.0,1
18.0,-249.0,-11.0,65.0,19.0,-22.0,1
23.0,-250.0,-12.0,65.0,21.0,-21.0,1
22.0,-249.0,-18.0,65.0,20.0,-18.0,1
22.0,-251.0,-14.0,66.0,20.0,-16.0,1
23.0,-246.0,-15.0,69.0,18.0,-15.0,1
25.0,-248.0,-16.0,73.0,19.0,-14.0,1
19.0,-249.0,-13.0,76.0,20.0,-10.0,1
12.0,-250.0,-12.0,79.0,20.0,-11.0,1
23.0,-249.0,-13.0,82.0,20.0,-8.0,1
21.0,-247.0,-15.0,80.0,19.0,-8.0,1
20.0,-248.0,-13.0,79.0,20.0,-7.0,1
21.0,-245.0,-19.0,76.0,17.0,-8.0,1
23.0,-244.0,-13.0,72.0,16.0,-8.0,1
16.0,-241.0,-18.0,70.0,15.0,-7.0,1
21.0,-244.0,-23.0,68.0,14.0,-8.0,1
25.0,-241.0,-17.0,66.0,13.0,-7.0,1
22.0,-245.0,-17.0,66.0,11.0,-8.0,1
27.0,-249.0,-24.0,67.0,11.0,-7.0,1
25.0,-246.0,-20.0,68.0,9.0,-6.0,1
24.0,-244.0,-18.0,70.0,9.0,-7.0,1
23.0,-245.0,-18.0,72.0,10.0,-7.0,1
25.0,-248.0,-20.0,76.0,9.0,-6.0,1
23.0,-250.0,-16.0,81.0,10.0,-5.0,1
21.0,-247.0,-17.0,82.0,12.0,-6.0,1
21.0,-244.0,-19.0,84.0,11.0,-3.0,1
22.0,-247.0,-16.0,88.0,11.0,-2.0,1
22.0,-249.0,-15.0,90.0,13.0,-3.0,1
23.0,-249.0,-21.0,91.0,14.0,-4.0,1
21.0,-252.0,-22.0,91.0,16.0,-3.0,1
22.0,-248.0,-16.0,90.0,16.0,-3.0,1
21.0,-249.0,-20.0,90.0,18.0,-3.0,1
25.0,-249.0,-17.0,91.0,18.0,-4.0,1
23.0,-248.0,-12.0,91.0,19.0,-5.0,1
19.0,-247.0,-18.0,91.0,18.0,-7.0,1
21.0,-248.0,-16.0,90.0,22.0,-8.0,1
20.0,-247.0,-16.0,88.0,22.0,-8.0,1
21.0,-246.0,-12.0,85.0,20.0,-10.0,1
20.0,-249.0,-8.0,84.0,20.0,-10.0,1
24.0,-247.0,-10.0,81.0,21.0,-12.0,1
24.0,-251.0,-16.0,78.0,21.0,-11.0,1
21.0,-246.0,-14.0,75.0,19.0,-12.0,1
20.0,-245.0,-10.0,73.0,18.0,-10.0,1
20.0,-245.0,-10.0,73.0,18.0,-11.0,1
23.0,-248.0,-11.0,73.0,19.0,-11.0,1
23.0,-250.0,-13.0,73.0,19.0,-11.0,1
23.0,-246.0,-10.0,74.0,19.0,-11.0,1
18.0,-249.0,-7.0,77.0,19.0,-10.0,1
22.0,-246.0,-9.0,78.0,17.0,-10.0,1
24.0,-247.0,-11.0,79.0,16.0,-9.0,1
23.0,-253.0,-14.0,80.0,16.0,-9.0,1
22.0,-248.0,-9.0,82.0,17.0,-7.0,1
23.0,-251.0,-12.0,84.0,15.0,-6.0,1
23.0,-248.0,-9.0,86.0,16.0,-6.0,1
26.0,-249.0,-9.0,86.0,16.0,-4.0,1
18.0,-247.0,-10.0,86.0,14.0,-5.0,1
22.0,-251.0,-7.0,83.0,14.0,-5.0,1
22.0,-250.0,-6.0,80.0,13.0,-2.0,1
21.0,-249.0,-11.0,79.0,12.0,-3.0,1
20.0,-243.0,-12.0,77.0,11.0,-2.0,1
19.0,-245.0,-12.0,75.0,10.0,-2.0,1
23.0,-249.0,-6.0,72.0,9.0,-3.0,1
21.0,-247.0,-12.0,70.0,7.0,-3.0,1
21.0,-251.0,-10.0,68.0,5.0,-5.0,1
23.0,-246.0,-8.0,66.0,5.0,-3.0,1
