ax,ay,az,gx,gy,gz,label
-19.0,-255.0,-50.0,-3.0,68.0,-6.0,1
-21.0,-253.0,-52.0,-4.0,68.0,-5.0,1
-23.0,-254.0,-55.0,-3.0,68.0,-3.0,1
-19.0,-253.0,-51.0,-4.0,70.0,-3.0,1
-20.0,-249.0,-56.0,-3.0,70.0,-3.0,1
-18.0,-254.0,-47.0,-2.0,69.0,-2.0,1
-18.0,-256.0,-53.0,-3.0,70.0,-4.0,1
-24.0,-255.0,-53.0,-2.0,68.0,-4.0,1
-21.0,-252.0,-51.0,-3.0,68.0,-5.0,1
-18.0,-254.0,-52.0,-5.0,68.0,-4.0,1
-21.0,-256.0,-53.0,-7.0,70.0,-4.0,1
-19.0,-256.0,-52.0,-7.0,69.0,-5.0,1
-20.0,-255.0,-52.0,-7.0,69.0,-3.0,1
-19.0,-258.0,-52.0,-6.0,68.0,-5.0,1
-18.0,-258.0,-54.0,-5.0,68.0,-6.0,1
-23.0,-255.0,-53.0,-5.0,66.0,-7.0,1
-18.0,-255.0,-50.0,-5.0,66.0,-6.0,1
-20.0,-255.0,-50.0,-5.0,66.0,-6.0,1
-19.0,-256.0,-53.0,-5.0,66.0,-6.0,1
-20.0,-256.0,-54.0,-6.0,66.0,-7.0,1
-21.0,-255.0,-50.0,-5.0,66.0,-6.0,1
-19.0,-255.0,-54.0,-5.0,66.0,-5.0,1
-20.0,-258.0,-53.0,-5.0,66.0,-4.0,1
-18.0,-255.0,-49.0,-3.0,68.0,-5.0,1
-19.0,-256.0,-50.0,-2.0,70.0,-5.0,1
-17.0,-256.0,-52.0,-3.0,71.0,-6.0,1
-18.0,-256.0,-55.0,-3.0,70.0,-5.0,1
-21.0,-255.0,-52.0,-5.0,70.0,-6.0,1
-17.0,-258.0,-53.0,-5.0,70.0,-7.0,1
-21.0,-256.0,-50.0,-6.0,71.0,-8.0,1
-17.0,-255.0,-51.0,-6.0,72.0,-7.0,1
-19.0,-256.0,-52.0,-6.0,71.0,-6.0,1
-21.0,-255.0,-53.0,-8.0,71.0,-6.0,1
-18.0,-256.0,-54.0,-6.0,71.0,-7.0,1
-19.0,-256.0,-55.0,-7.0,71.0,-8.0,1
-20.0,-257.0,-51.0,-8.0,72.0,-6.0,1
-18.0,-262.0,-48.0,-8.0,72.0,-5.0,1
-20.0,-260.0,-53.0,-11.0,71.0,-5.0,1
