ax,ay,az,gx,gy,gz,label
6.0,-230.0,-94.0,-1.0,28.0,25.0,1
9.0,-232.0,-94.0,1.0,28.0,25.0,1
2.0,-226.0,-92.0,5.0,29.0,25.0,1
5.0,-228.0,-91.0,7.0,30.0,25.0,1
5.0,-231.0,-92.0,7.0,31.0,27.0,1
4.0,-230.0,-89.0,8.0,32.0,26.0,1
2.0,-231.0,-92.0,8.0,32.0,26.0,1
2.0,-226.0,-94.0,9.0,33.0,28.0,1
4.0,-227.0,-88.0,9.0,31.0,28.0,1
2.0,-227.0,-85.0,6.0,28.0,30.0,1
4.0,-231.0,-89.0,3.0,24.0,33.0,1
2.0,-226.0,-87.0,-2.0,21.0,33.0,1
0.0,-227.0,-89.0,-8.0,19.0,33.0,1
0.0,-226.0,-86.0,-12.0,15.0,35.0,1
0.0,-230.0,-88.0,-14.0,10.0,38.0,1
0.0,-226.0,-95.0,-15.0,6.0,39.0,1
1.0,-231.0,-94.0,-16.0,1.0,42.0,1
-1.0,-226.0,-92.0,-16.0,-2.0,44.0,1
-1.0,-225.0,-85.0,-15.0,-5.0,44.0,1
-2.0,-226.0,-90.0,-16.0,-9.0,42.0,1
-6.0,-223.0,-89.0,-15.0,-10.0,39.0,1
-5.0,-221.0,-87.0,-14.0,-13.0,35.0,1
-4.0,-219.0,-82.0,-13.0,-15.0,35.0,1
-7.0,-219.0,-82.0,-12.0,-16.0,32.0,1
-7.0,-221.0,-81.0,-11.0,-18.0,29.0,1
-13.0,-216.0,-82.0,-11.0,-22.0,28.0,1
-10.0,-214.0,-77.0,-16.0,-27.0,24.0,1
-9.0,-214.0,-76.0,-22.0,-30.0,22.0,1
-11.0,-215.0,-77.0,-32.0,-34.0,22.0,1
-11.0,-217.0,-81.0,-43.0,-37.0,21.0,1
-12.0,-215.0,-80.0,-55.0,-42.0,22.0,1
-7.0,-221.0,-78.0,-65.0,-48.0,24.0,1
-9.0,-219.0,-76.0,-74.0,-53.0,25.0,1
-8.0,-219.0,-81.0,-85.0,-61.0,26.0,1
-10.0,-222.0,-83.0,-94.0,-68.0,28.0,1
-10.0,-226.0,-85.0,-103.0,-78.0,28.0,1
-11.0,-230.0,-83.0,-113.0,-87.0,28.0,1
-8.0,-235.0,-87.0,-120.0,-94.0,26.0,1
-14.0,-237.0,-88.0,-126.0,-101.0,23.0,1
-11.0,-237.0,-92.0,-126.0,-108.0,18.0,1
-12.0,-240.0,-95.0,-125.0,-111.0,12.0,1
-12.0,-245.0,-93.0,-121.0,-110.0,3.0,1
-15.0,-245.0,-91.0,-113.0,-108.0,-4.0,1
-12.0,-251.0,-92.0,-103.0,-101.0,-13.0,1
-8.0,-250.0,-93.0,-89.0,-89.0,-18.0,1
-9.0,-254.0,-91.0,-76.0,-76.0,-22.0,1
-9.0,-255.0,-90.0,-63.0,-59.0,-26.0,1
-9.0,-256.0,-91.0,-52.0,-42.0,-29.0,1
-5.0,-249.0,-91.0,-45.0,-25.0,-29.0,1
-6.0,-257.0,-91.0,-41.0,-12.0,-28.0,1
-6.0,-258.0,-89.0,-32.0,-2.0,-24.0,1
-7.0,-256.0,-92.0,-23.0,5.0,-19.0,1
-4.0,-257.0,-89.0,-10.0,10.0,-15.0,1
-8.0,-251.0,-91.0,3.0,12.0,-11.0,1
-6.0,-255.0,-89.0,17.0,12.0,-9.0,1
-5.0,-250.0,-95.0,30.0,13.0,-7.0,1
-8.0,-250.0,-91.0,41.0,12.0,-8.0,1
-10.0,-247.0,-89.0,50.0,14.0,-9.0,1
-6.0,-242.0,-88.0,56.0,16.0,-10.0,1
-12.0,-246.0,-95.0,60.0,20.0,-12.0,1
-14.0,-240.0,-87.0,63.0,25.0,-16.0,1
-13.0,-236.0,-85.0,64.0,29.0,-21.0,1
-17.0,-235.0,-85.0,64.0,32.0,-26.0,1
-20.0,-229.0,-83.0,63.0,34.0,-35.0,1
-19.0,-232.0,-81.0,59.0,33.0,-45.0,1
-19.0,-228.0,-80.0,53.0,32.0,-53.0,1
-22.0,-227.0,-80.0,45.0,30.0,-65.0,1
-23.0,-227.0,-85.0,38.0,29.0,-77.0,1
-22.0,-225.0,-86.0,26.0,22.0,-89.0,1
-19.0,-225.0,-84.0,18.0,15.0,-98.0,1
-22.0,-229.0,-93.0,12.0,8.0,-108.0,1
-22.0,-227.0,-84.0,5.0,1.0,-116.0,1
